"ccn","validthru","key","pin","quota"
"3608-1782-5983-1255","Oct/2019",5721,"038",1100
"3608-2800-4158-1351","Dec/2024",6640,"761",1100
"3608-2181-5766-1475","Aug/2022",7471,"989",1200
"3608-1721-5152-1185","Feb/2022",7530,"715",1500
"3608-1682-4288-1052","Oct/2021",5362,"988",1500
"3608-2596-5015-1596","Apr/2019",4373,"849",1000
"3608-2181-4354-1892","Feb/2021",3974,"352",1300
"3608-2067-4038-1292","Dec/2019",4523,"169",1700
"3608-1682-4580-1518","Sep/2024",2773,"514",1300
"3608-2596-4288-1037","Dec/2021",6409,"098",2000
"3608-2751-4288-1572","Mar/2021",2838,"850",1800
"3608-2968-5634-1355","Apr/2019",6581,"028",1800
"3608-2067-4288-1399","Jun/2018",7891,"821",1600
"3608-1782-5152-1383","Oct/2024",6278,"212",1700
"3608-1721-4711-1900","May/2024",4556,"403",1500
"3608-2588-5983-1214","Aug/2020",7979,"280",2000
"3608-2181-5459-1900","Jul/2025",5383,"750",1000
"3608-1333-4329-1916","May/2021",2624,"968",1700
"3608-1333-4951-1693","Jan/2025",5666,"239",1000
"3608-2968-4160-1718","Jun/2024",3321,"481",1300
"3608-2507-4160-1980","Sep/2025",2060,"518",1500
"3608-1782-5489-1220","Sep/2024",2796,"009",1000
"3608-1395-5632-1129","Apr/2018",3700,"324",1300
"3608-1721-4158-1140","Jan/2021",2960,"364",1300
"3608-2800-4344-1322","Jun/2019",5968,"106",1100
"3608-2968-4354-1274","Jul/2023",2485,"287",1800
"3608-1333-4344-1637","Dec/2020",3277,"392",1400
"3608-2968-4711-1394","Feb/2021",5817,"277",2000
"3608-2968-5132-1686","Mar/2018",4671,"457",1900
"3608-2181-5152-1596","Dec/2018",6890,"701",1100
"3608-2181-4158-1717","Oct/2024",7769,"005",1300
"3608-1333-5884-1255","Oct/2019",7798,"771",1700
"3608-2181-4005-1936","Dec/2019",4767,"015",1500
"3608-2507-5394-1968","Aug/2022",3371,"129",1700
"3608-2067-5632-1686","Oct/2025",7046,"505",1800
"3608-2751-5988-1614","Apr/2021",7803,"026",1300
"3608-2751-4038-1052","Nov/2020",3750,"446",2000
"3608-1333-4236-1744","Oct/2025",6724,"247",1500
"3608-2507-4445-1804","Jun/2018",5541,"970",1900
"3608-1721-5152-1383","Jul/2018",4770,"721",1600
"3608-1782-5407-1844","Oct/2020",6460,"542",1300
"3608-2800-4354-1109","Apr/2025",4224,"289",1000
"3608-1721-5132-1181","Aug/2021",3958,"513",1400
"3608-2181-5750-1637","Mar/2018",4496,"963",1200
"3608-1721-5890-1603","Feb/2019",2143,"499",1100
"3608-2588-5638-1301","Aug/2020",6837,"462",1400
"3608-2507-4318-1214","Aug/2021",4254,"498",1900
"3608-2596-4329-1804","Apr/2019",3296,"594",1900
"3608-1192-4458-1001","Dec/2022",6626,"771",1200
"3608-2800-5791-1032","Dec/2024",7687,"607",1800
"3608-2968-5333-1440","Mar/2022",2913,"073",2000
"3608-1333-5470-1999","Mar/2022",6838,"864",1600
"3608-1782-5884-1407","Jul/2021",4735,"050",1100
"3608-1333-5638-1804","Nov/2018",6639,"270",1300
"3608-1721-4458-1475","May/2021",2453,"417",1600
"3608-2968-5333-1761","Feb/2018",2799,"054",1800
"3608-2968-5691-1821","Sep/2020",5773,"056",1300
"3608-1782-5638-1804","Feb/2019",2694,"502",1900
"3608-2968-5407-1194","Dec/2019",5661,"085",1000
"3608-2968-4856-1300","May/2024",7536,"769",1800
"3608-2067-5884-1383","Jun/2018",7731,"412",1300
"3608-2588-4580-1646","Feb/2025",6737,"547",1600
"3608-1192-5196-1038","Oct/2025",3584,"584",1100
"3608-1782-5030-1435","Mar/2022",6834,"983",1000
"3608-1395-4580-1980","Aug/2023",5517,"301",1400
"3608-2588-5791-1572","May/2025",5607,"351",1700
"3608-2968-4288-1637","Jul/2024",7944,"981",2000
"3608-2507-5038-1623","Jul/2021",4902,"658",1900
"3608-2181-5132-1306","Sep/2018",6351,"296",1800
"3608-2800-4005-1673","May/2021",7416,"461",1000
"3608-2588-4668-1900","Sep/2020",4861,"178",1400
"3608-1721-4711-1190","Jan/2020",4234,"822",1200
"3608-1782-4657-1668","Sep/2024",6631,"613",1200
"3608-1192-4288-1551","Apr/2019",3889,"140",1000
"3608-2968-4344-1440","Jul/2024",2517,"756",1900
"3608-1721-4711-1130","Oct/2018",3554,"481",1000
"3608-1721-4005-1646","Jan/2021",3284,"550",1900
"3608-2751-5458-1440","Nov/2022",3270,"194",2000
"3608-2588-5152-1442","Sep/2021",2714,"303",1600
"3608-1395-4288-1572","May/2022",6208,"887",1700
"3608-2800-4994-1292","May/2019",1972,"484",1900
"3608-2596-4038-1129","Jun/2024",4805,"492",1300
"3608-2181-4342-1980","May/2023",7321,"814",1900
"3608-2181-5152-1631","Apr/2019",4459,"382",1900
"3608-2181-5470-1134","Jul/2020",7747,"648",1100
"3608-1782-4038-1121","Mar/2020",5319,"217",1200
"3608-2181-5884-1265","Sep/2024",2252,"827",1000
"3608-2181-5638-1804","Jan/2022",3449,"272",1900
"3608-2596-5015-1198","Aug/2022",6306,"730",1600
"3608-2181-4038-1052","Nov/2019",6529,"448",1900
"3608-2968-5634-1465","Jul/2024",3351,"314",1100
"3608-2596-5152-1128","Dec/2022",4325,"651",1700
"3608-2507-5756-1839","May/2020",7120,"412",1400
"3608-1395-5634-1497","Sep/2025",6774,"864",1700
"3608-1333-4394-1828","Nov/2022",6657,"149",1900
"3608-1782-4394-1399","Jun/2025",6336,"042",1000
"3608-1782-4354-1856","Sep/2023",6745,"181",1400
"3608-2751-5750-1054","May/2020",6221,"932",1700
"3608-1721-5015-1217","Sep/2020",2457,"856",1300
"3608-1721-5766-1668","Sep/2019",6229,"740",1400
"3608-2596-5015-1163","May/2024",6256,"479",1600
"3608-2067-5791-1214","Apr/2025",2039,"201",1600
"3608-2067-4329-1344","Aug/2022",4578,"756",1700
"3608-1192-4160-1761","Nov/2018",6216,"976",1400
"3608-2800-4856-1220","May/2018",4502,"537",1000
"3608-2751-5132-1381","Jun/2019",6914,"687",1400
"3608-2968-4038-1717","May/2019",5722,"861",1700
"3608-2507-5407-1999","Oct/2020",4175,"991",1900
"3608-2596-5750-1900","Sep/2024",2910,"350",1600
"3608-2800-5638-1892","Sep/2023",7591,"524",1800
"3608-1682-5030-1245","Feb/2025",2555,"324",1700
"3608-2596-4318-1745","Sep/2024",4958,"653",1200
"3608-2181-5632-1014","Jul/2019",3128,"942",1200
"3608-2968-5196-1278","Apr/2018",4017,"319",1000
"3608-2596-5691-1660","Jun/2022",7258,"800",1900
"3608-2181-4264-1306","Sep/2020",2590,"996",1200
"3608-2181-5638-1428","Oct/2022",6358,"089",1800
"3608-1333-4288-1537","Feb/2024",6898,"309",1900
"3608-2588-5015-1705","Apr/2023",6124,"397",1700
"3608-2067-5394-1856","Jan/2022",7950,"056",1600
"3608-2507-5551-1558","Apr/2021",3556,"674",1400
"3608-1192-5152-1134","Jul/2025",4798,"659",1900
"3608-2181-4383-1064","Jul/2018",2379,"808",1300
"3608-1721-5791-1182","Oct/2018",2494,"831",2000
"3608-2800-4329-1038","Jun/2023",3469,"253",1200
"3608-2507-4458-1686","Mar/2018",6825,"931",1200
"3608-2800-5696-1301","Nov/2024",3668,"986",2000
"3608-1333-5791-1198","Mar/2025",4441,"186",1900
"3608-2588-5551-1892","Mar/2023",4675,"679",1600
"3608-2181-4038-1717","Dec/2025",5488,"886",1300
"3608-2800-4668-1428","Jun/2021",6519,"592",1000
"3608-2596-4394-1128","Jul/2020",7929,"725",1300
"3608-2588-5766-1660","May/2025",5560,"184",1700
"3608-2968-4158-1128","Sep/2020",5389,"937",1900
"3608-1192-5394-1838","Apr/2024",7710,"344",1000
"3608-2067-4458-1198","Jul/2022",4383,"199",1000
"3608-2507-5884-1440","Nov/2024",6779,"275",1100
"3608-2751-4383-1589","Oct/2025",2567,"887",1800
"3608-2588-4523-1322","Jul/2024",6186,"193",1700
"3608-2507-4711-1052","Apr/2019",3614,"710",1100
"3608-2181-5407-1394","Oct/2021",6591,"576",1900
"3608-2588-4657-1157","Feb/2019",4964,"057",1600
"3608-1682-5551-1014","Jun/2025",3182,"442",1100
"3608-1682-4994-1693","May/2018",2605,"168",1300
"3608-2507-5890-1935","Feb/2021",3141,"310",1200
"3608-2507-4288-1188","Mar/2023",6940,"027",1600
"3608-1192-4160-1055","Oct/2019",4928,"074",1900
"3608-2800-4394-1660","Jan/2023",2591,"246",1300
"3608-1782-4580-1217","Jul/2023",6429,"553",1600
"3608-2596-4523-1931","Jul/2023",6634,"851",1900
"3608-1333-5394-1190","Mar/2022",3272,"123",1700
"3608-2596-5724-1056","Mar/2022",4316,"842",1600
"3608-1333-5030-1660","Mar/2024",2777,"353",1100
"3608-2800-5988-1292","Mar/2018",3829,"063",2000
"3608-1192-5791-1660","Dec/2020",3315,"517",1000
"3608-2067-5470-1705","Apr/2018",4725,"902",2000
"3608-2751-4236-1745","Feb/2019",4381,"505",1500
"3608-1192-4668-1355","Apr/2020",6949,"909",1300
"3608-2588-5458-1399","Apr/2019",3963,"375",1800
"3608-2751-5696-1976","Aug/2023",3401,"144",1200
"3608-2067-4445-1828","Dec/2020",2635,"138",1300
"3608-2067-5030-1128","Apr/2020",2334,"351",1600
"3608-1721-4264-1188","Jul/2024",2747,"827",1300
"3608-2067-4288-1596","Nov/2018",2164,"586",1800
"3608-1395-4344-1475","Dec/2020",6475,"194",1200
"3608-1721-4445-1217","Jul/2019",2488,"631",1900
"3608-2596-5394-1344","Mar/2021",5030,"136",1200
"3608-1192-5551-1980","Mar/2020",7541,"242",1300
"3608-2968-4005-1054","Jul/2021",4494,"355",1900
"3608-2596-4344-1589","Aug/2024",2493,"866",1100
"3608-2181-5489-1960","May/2024",7782,"943",1700
"3608-1782-4264-1182","Apr/2024",6517,"413",1300
"3608-2800-5196-1623","Jun/2024",5864,"833",1700
"3608-2507-5750-1134","Jan/2025",3806,"213",2000
"3608-2588-5724-1351","Aug/2020",3222,"054",1300
"3608-1682-4160-1613","Dec/2020",3825,"726",2000
"3608-1395-5333-1300","Jul/2021",6145,"465",1900
"3608-2067-4160-1593","Sep/2022",6022,"221",1200
"3608-2181-4160-1572","Sep/2022",6370,"235",1400
"3608-1395-5988-1194","Sep/2025",6971,"173",1900
"3608-2067-4523-1244","Jun/2023",7457,"591",1200
"3608-2800-5983-1476","Apr/2020",7270,"502",1000
"3608-1721-5724-1001","Nov/2025",7926,"104",1700
"3608-2596-5791-1892","Jan/2024",2512,"820",1600
"3608-1395-5724-1794","Oct/2020",5714,"098",1600
"3608-1395-5745-1442","Aug/2018",6850,"118",1500
"3608-2181-4994-1794","Dec/2023",2788,"860",1500
"3608-2507-4160-1055","Jan/2022",3240,"045",1400
"3608-1395-5750-1474","Aug/2025",3158,"733",1400
"3608-2968-5791-1682","Mar/2021",6595,"981",1800
"3608-1721-5696-1999","Jun/2023",5268,"966",1400
"3608-2067-5632-1129","Feb/2020",7794,"961",1400
"3608-2067-5015-1660","Oct/2024",5513,"056",1100
"3608-1782-4657-1407","Dec/2020",4340,"371",2000
"3608-2588-4038-1322","Dec/2022",4122,"239",1800
"3608-1333-5030-1255","Jul/2019",4016,"222",1400
"3608-2067-5750-1351","Dec/2025",6781,"297",1800
"3608-1192-5551-1935","Jul/2021",6631,"307",1200
"3608-2800-4158-1322","Aug/2022",6334,"904",1300
"3608-2596-5884-1189","Jan/2020",2870,"977",1300
"3608-1192-5152-1440","Jul/2019",3538,"646",1700
"3608-1782-5791-1980","Mar/2023",5951,"220",1600
"3608-2596-4668-1686","Jul/2023",4146,"492",1700
"3608-1192-4160-1705","Feb/2020",3100,"933",1400
"3608-1682-5634-1181","Oct/2022",4178,"412",2000
"3608-2751-4288-1052","Jan/2025",5833,"324",2000
"3608-1721-5890-1361","Aug/2018",6744,"430",1400
"3608-2588-5132-1322","Apr/2024",6340,"123",1300
"3608-2751-4288-1322","Aug/2023",4110,"272",1700
"3608-1782-4354-1718","Sep/2020",3421,"622",1500
"3608-2507-5196-1163","Dec/2023",7054,"812",1900
"3608-2507-5551-1900","Sep/2024",6599,"943",1800
"3608-1333-4329-1686","Apr/2021",3443,"312",1200
"3608-1333-4318-1660","Jun/2021",5179,"550",1600
"3608-2751-4264-1188","Jun/2023",2363,"455",1500
"3608-2968-4668-1686","Feb/2021",3598,"066",1200
"3608-2588-5459-1668","Jul/2025",5410,"942",1000
"3608-2588-5745-1188","May/2018",4410,"505",1800
"3608-1395-5724-1001","Nov/2022",3427,"715",1500
"3608-2596-5470-1109","May/2024",5006,"456",1500
"3608-2588-5470-1292","Jul/2021",3876,"680",1200
"3608-2751-4318-1804","Mar/2018",3123,"341",2000
"3608-2751-4236-1537","Nov/2021",2778,"747",1500
"3608-2067-4856-1038","Jun/2025",7146,"237",1000
"3608-2507-5196-1976","Jun/2021",4364,"294",1300
"3608-2507-5750-1194","Dec/2025",7546,"735",1400
"3608-1333-4668-1014","May/2025",6415,"786",1400
"3608-2596-5766-1935","Oct/2023",4955,"214",1100
"3608-2968-5750-1795","Dec/2024",3100,"280",1400
"3608-1721-4951-1761","Nov/2019",5251,"103",1000
"3608-2596-4994-1717","Jan/2022",3806,"706",1100
"3608-2751-4458-1465","Jun/2018",5532,"383",2000
"3608-2751-5750-1244","Aug/2023",7964,"761",1500
"3608-2067-5470-1931","May/2023",2302,"894",1400
"3608-2067-4523-1551","Aug/2025",4097,"360",1200
"3608-2588-4158-1440","Oct/2025",6856,"861",1000
"3608-1782-5632-1189","Dec/2024",4838,"053",1400
"3608-1721-4342-1216","Nov/2018",2688,"073",1800
"3608-1395-4668-1976","Dec/2020",6607,"789",1600
"3608-2596-4523-1744","Jul/2023",6190,"877",1900
"3608-1721-4344-1999","Oct/2024",4568,"880",1600
"3608-2968-4711-1399","Feb/2020",2314,"934",1500
"3608-1395-4342-1014","Nov/2021",3244,"835",1900
"3608-1782-4264-1623","Jan/2020",7068,"481",1300
"3608-1192-4668-1322","May/2018",5333,"225",1000
"3608-2067-4160-1215","Dec/2019",3118,"495",1600
"3608-2968-4005-1245","Jun/2022",5142,"063",1100
"3608-1721-4329-1182","Apr/2023",5909,"535",1000
"3608-1333-5038-1795","Sep/2024",3896,"569",1100
"3608-1721-5489-1032","Jun/2023",3017,"165",1200
"3608-1782-4342-1465","Jan/2018",8031,"016",1700
"3608-1395-4458-1960","May/2019",4942,"324",1100
"3608-2507-5724-1215","Jul/2022",5622,"456",2000
"3608-2588-5458-1351","Jul/2021",3952,"592",1600
"3608-1395-4342-1637","Oct/2024",5115,"029",1200
"3608-2596-4236-1068","Sep/2025",6637,"075",1300
"3608-1721-5983-1999","Oct/2023",7419,"031",1000
"3608-1333-5333-1278","Dec/2020",3628,"608",1300
"3608-2588-5030-1189","Jun/2021",7426,"241",1200
"3608-1682-4329-1646","Sep/2019",7220,"833",1200
"3608-1333-4458-1983","Aug/2024",4109,"337",1700
"3608-1333-4383-1182","Aug/2025",7620,"791",2000
"3608-1192-5634-1037","Nov/2024",6242,"088",1000
"3608-2968-5551-1407","Apr/2020",4768,"882",1600
"3608-1333-5459-1355","Oct/2025",4350,"644",2000
"3608-1395-5132-1407","Dec/2023",4033,"074",1300
"3608-2181-4318-1821","Jan/2018",7878,"731",1700
"3608-2751-4342-1185","Mar/2020",7596,"525",1100
"3608-1395-5638-1617","Feb/2022",6199,"194",1800
"3608-1682-4458-1244","Jul/2024",6225,"779",1700
"3608-2067-4580-1351","May/2021",3604,"343",1000
"3608-2067-4005-1355","Nov/2018",5657,"803",1700
"3608-1192-5551-1637","Sep/2021",5727,"189",1400
"3608-2800-5890-1931","Oct/2019",6727,"906",1700
"3608-1721-4994-1537","Oct/2025",6937,"686",1500
"3608-2181-5791-1274","Aug/2025",2115,"159",1700
"3608-2968-4711-1052","Jun/2021",2403,"293",1000
"3608-1395-5638-1596","Jul/2025",3421,"908",2000
"3608-2588-5696-1686","Oct/2024",4920,"495",1000
"3608-2968-5884-1558","Apr/2018",3248,"898",1300
"3608-2800-5152-1351","Mar/2021",4740,"134",1100
"3608-2507-5152-1597","Aug/2023",6572,"689",1700
"3608-2800-5196-1583","Apr/2025",3767,"890",1800
"3608-2596-5470-1344","Jun/2021",5310,"011",1300
"3608-2507-5333-1216","Mar/2018",3536,"789",1300
"3608-2800-4264-1194","Oct/2022",5905,"805",1500
"3608-1682-5152-1094","Apr/2018",2048,"131",1600
"3608-1333-5470-1629","Oct/2019",5989,"572",1600
"3608-1192-4580-1024","Apr/2023",3702,"876",1200
"3608-2507-4951-1189","Jan/2019",4644,"382",1200
"3608-2588-5196-1053","Nov/2018",5458,"113",2000
"3608-1333-5407-1300","Apr/2024",4561,"007",1200
"3608-2067-4005-1794","Oct/2020",3295,"403",1600
"3608-2181-5015-1442","Jun/2020",7614,"384",2000
"3608-2588-5458-1215","Mar/2018",6229,"296",1100
"3608-2800-5791-1976","May/2025",4297,"270",1200
"3608-1395-5766-1189","Sep/2020",5409,"975",1100
"3608-1192-5756-1794","Jan/2023",3174,"809",1900
"3608-1682-5407-1245","Sep/2025",3692,"897",2000
"3608-1721-5983-1596","Feb/2021",5780,"405",1100
"3608-1395-5333-1001","Jun/2022",4555,"874",1000
"3608-1333-5333-1968","Apr/2021",6595,"157",1100
"3608-1782-4657-1518","Apr/2021",4287,"978",2000
"3608-2181-5196-1198","Feb/2022",4605,"363",1600
"3608-2588-5756-1916","Jul/2019",6549,"745",1600
"3608-1395-4657-1064","Feb/2020",7185,"104",1800
"3608-1721-4236-1646","Jan/2021",6916,"615",1400
"3608-2507-5333-1381","Jul/2021",2736,"591",1300
"3608-1682-5983-1190","May/2019",4243,"755",1200
"3608-1192-4318-1614","Oct/2020",5830,"917",2000
"3608-1333-4236-1182","Jan/2024",7879,"103",1900
"3608-1192-4523-1795","Oct/2023",8041,"576",1000
"3608-1782-5015-1130","Aug/2025",5874,"606",1400
"3608-2596-5884-1442","Aug/2023",6953,"802",1600
"3608-2507-5745-1214","Feb/2024",6116,"093",1400
"3608-2968-5015-1292","Apr/2021",6488,"685",2000
"3608-2800-5884-1637","Nov/2025",1987,"027",1100
"3608-2067-4318-1936","Apr/2022",4611,"317",1800
"3608-1682-5638-1497","May/2025",3332,"522",1200
"3608-2968-5638-1686","Aug/2018",2185,"792",2000
"3608-1395-4342-1245","Dec/2019",4850,"123",1000
"3608-1721-4158-1795","Dec/2018",5584,"119",1900
"3608-1721-4329-1629","Nov/2020",6756,"931",1800
"3608-2596-5015-1476","Feb/2025",6309,"080",1800
"3608-2751-5988-1194","Nov/2022",6725,"823",1500
"3608-2968-4288-1265","Apr/2021",7737,"230",1300
"3608-1395-5333-1631","Apr/2025",6170,"973",1400
"3608-2968-5988-1182","Dec/2020",7683,"571",1700
"3608-2181-4158-1440","Mar/2023",6483,"062",1500
"3608-1395-5551-1182","Sep/2019",7464,"699",2000
"3608-2968-4354-1442","Jun/2018",5397,"696",1000
"3608-1333-5459-1189","Oct/2023",5147,"086",1300
"3608-1192-5470-1278","Jun/2023",6551,"511",1300
"3608-1192-5030-1278","Mar/2022",3559,"582",1400
"3608-2588-5696-1407","Nov/2021",7254,"235",1500
"3608-2751-5407-1344","Mar/2023",6513,"487",1900
"3608-2507-5750-1381","Dec/2018",5533,"272",1200
"3608-1682-4668-1558","May/2020",5956,"829",1700
"3608-1395-5015-1596","Jul/2018",4611,"121",1500
"3608-1333-4158-1190","Nov/2022",2645,"686",1300
"3608-1192-4160-1188","Feb/2020",7475,"242",1100
"3608-1721-4458-1220","May/2023",5052,"881",1900
"3608-1192-5459-1442","Mar/2024",5735,"193",1800
"3608-1782-4329-1593","Dec/2021",4040,"318",1800
"3608-2181-5638-1980","Dec/2025",5214,"522",2000
"3608-1721-4038-1157","Jul/2020",5721,"811",1900
"3608-2751-4657-1476","Nov/2024",7062,"868",1600
"3608-2067-4657-1055","Oct/2020",2122,"331",1200
"3608-1333-4383-1623","Oct/2021",2125,"758",1900
"3608-1782-4264-1551","Dec/2019",7265,"048",1000
"3608-2596-5745-1465","Sep/2024",6682,"300",1400
"3608-2588-5459-1572","Jul/2025",3196,"138",1500
"3608-1192-4657-1761","Dec/2024",6826,"361",1000
"3608-2588-4344-1838","Apr/2022",2886,"067",1700
"3608-1333-5750-1188","Oct/2023",6371,"703",1100
"3608-2751-4668-1705","Nov/2018",2061,"442",1400
"3608-2067-5791-1292","Jun/2018",3256,"811",1800
"3608-1333-5691-1593","May/2021",7586,"304",1000
"3608-1395-5638-1839","May/2019",2559,"376",1800
"3608-1395-4580-1435","Jun/2023",5139,"596",1400
"3608-1782-5407-1428","Oct/2022",3935,"753",1800
"3608-2067-4523-1255","Oct/2024",6240,"331",1700
"3608-1782-5691-1717","Jul/2018",6813,"545",1500
"3608-2800-4994-1475","May/2024",2815,"751",1200
"3608-2181-4445-1278","Aug/2018",3539,"786",1700
"3608-1192-4344-1475","May/2018",7369,"570",1200
"3608-2751-5333-1220","Nov/2021",5647,"073",1000
"3608-1333-5691-1344","Sep/2024",2261,"491",1000
"3608-1395-4344-1037","Mar/2025",7206,"923",1500
"3608-2800-5196-1134","Sep/2022",3874,"103",1900
"3608-1395-5489-1821","Jul/2024",7623,"755",1600
"3608-2067-5152-1623","May/2021",7284,"328",1300
"3608-1721-4445-1745","Aug/2024",7448,"440",1600
"3608-1333-5489-1558","Dec/2021",2872,"026",1700
"3608-2067-5884-1292","Oct/2025",7710,"860",1900
"3608-2596-4264-1300","Mar/2024",4387,"698",1800
"3608-2968-4523-1983","Sep/2025",2034,"310",1100
"3608-1721-5691-1693","Jan/2023",5929,"591",1500
"3608-1721-4523-1181","Nov/2023",1981,"574",1100
"3608-1395-5407-1052","Jul/2018",3011,"015",1700
"3608-1782-5152-1381","Jul/2022",5124,"256",1400
