"ccn","validthru","key","pin","quota"
"3608-1682-4994-1976","Apr/2019",6269,"879",1300
"3608-2751-5756-1194","Jul/2024",7157,"725",1800
"3608-2751-4354-1476","Sep/2023",3601,"195",1200
"3608-2968-5470-1976","Sep/2020",3283,"718",1200
"3608-2751-5983-1828","Dec/2018",5092,"390",1400
"3608-1333-5038-1215","Jun/2022",3781,"778",1300
"3608-1782-4354-1163","Oct/2025",3774,"648",1400
"3608-2067-4383-1761","Apr/2018",4215,"608",1900
"3608-2800-5634-1844","Jun/2024",4523,"127",2000
"3608-1721-5152-1244","Mar/2024",6941,"378",2000
"3608-2596-4711-1055","Mar/2019",3920,"295",1200
"3608-2751-5632-1465","Mar/2021",3118,"627",1900
"3608-2588-4342-1306","Aug/2024",2885,"033",1000
"3608-2800-5750-1518","Oct/2024",7536,"769",1100
"3608-1395-4383-1497","Nov/2022",2127,"866",1500
"3608-2507-4711-1064","Jun/2022",4529,"232",1900
"3608-2968-5988-1838","Jan/2019",2545,"036",1700
"3608-1721-5756-1844","Mar/2018",2626,"004",1200
"3608-1333-5638-1718","Nov/2019",3651,"158",1000
"3608-1682-4445-1032","Nov/2018",6104,"845",1300
"3608-1192-5634-1109","Jan/2020",3283,"458",1200
"3608-2181-5724-1381","Aug/2024",4900,"026",1500
"3608-2588-5015-1693","Aug/2022",5123,"073",1400
"3608-1333-4344-1355","May/2025",4507,"698",1300
"3608-2067-5791-1344","Jan/2024",7647,"926",2000
"3608-2968-5756-1109","Jul/2021",2647,"741",1000
"3608-2968-4160-1631","Jun/2021",3166,"678",1600
"3608-1721-5750-1440","Mar/2019",7910,"709",1400
"3608-1782-5132-1660","Jan/2021",3639,"182",1800
"3608-1395-4951-1983","Oct/2022",5450,"901",1200
"3608-2800-4394-1673","Oct/2019",5969,"311",1100
"3608-2067-5745-1185","Apr/2025",5627,"534",1300
"3608-1192-5745-1572","Feb/2023",2085,"914",1800
"3608-2507-4318-1182","Jul/2018",7371,"243",1700
"3608-1333-5407-1301","Nov/2020",3950,"288",1300
"3608-2968-5638-1274","Apr/2020",1969,"688",1900
"3608-1782-4383-1821","Jul/2021",2534,"678",1800
"3608-1192-4354-1646","Sep/2022",5506,"392",1900
"3608-1721-5458-1255","May/2022",6975,"811",1400
"3608-1333-4523-1856","Nov/2018",6785,"054",1100
"3608-2507-4344-1351","Mar/2019",6912,"891",1900
"3608-2181-5038-1631","May/2025",7261,"103",1100
"3608-1721-5551-1306","Oct/2020",2085,"759",1600
"3608-2507-5030-1614","Jul/2022",2899,"711",1300
"3608-1682-5459-1617","Feb/2021",3676,"547",1500
"3608-2968-5766-1794","Jan/2022",2877,"277",1800
"3608-1333-4354-1795","Dec/2018",2955,"118",1200
"3608-2968-4038-1190","Mar/2020",2351,"076",1400
"3608-1782-5632-1668","Apr/2022",5862,"844",1500
"3608-2596-4383-1300","Mar/2018",5673,"187",1800
"3608-2800-4668-1129","Jan/2025",2310,"448",1500
"3608-2751-5756-1572","Aug/2018",2411,"092",1200
"3608-1395-5152-1892","Apr/2025",2197,"541",1600
"3608-1333-4329-1407","Mar/2022",6453,"476",1300
"3608-1192-4523-1844","Dec/2023",4611,"117",1100
"3608-2968-4264-1476","May/2022",6202,"891",1700
"3608-2596-5750-1558","Nov/2024",4843,"318",1100
"3608-1333-4318-1839","Dec/2020",4203,"012",1800
"3608-2067-5551-1976","May/2023",3936,"722",1700
"3608-2751-5634-1244","Aug/2023",5702,"260",1500
"3608-2507-5988-1442","Apr/2025",2973,"740",1500
"3608-1721-4383-1844","Jun/2024",3747,"663",1200
"3608-2067-4951-1052","Nov/2023",6404,"761",1600
"3608-2751-4264-1278","Apr/2023",5303,"685",1200
"3608-2751-4458-1300","Feb/2020",2602,"801",1000
"3608-1333-5458-1129","Jul/2019",6589,"782",1900
"3608-2181-4458-1361","Feb/2024",4263,"753",1500
"3608-1395-4458-1265","Apr/2021",8014,"593",1400
"3608-2588-5551-1828","Mar/2023",6514,"819",1700
"3608-1682-5015-1744","Mar/2024",3981,"369",1400
"3608-2067-5724-1828","May/2024",2807,"479",1900
"3608-2968-4342-1024","May/2024",7208,"030",1800
"3608-2067-5766-1394","Nov/2024",2298,"365",1800
"3608-2181-5038-1596","Mar/2021",5380,"865",1100
"3608-2751-5394-1892","Jul/2024",6526,"956",1600
"3608-2067-5791-1497","Sep/2025",3756,"874",1300
"3608-2067-5470-1032","Dec/2020",7980,"507",1000
"3608-1395-4994-1518","May/2018",7296,"956",1800
"3608-2968-5745-1821","Feb/2018",4177,"811",1700
"3608-2751-5983-1024","Apr/2023",6867,"947",1500
"3608-1333-5551-1440","Jan/2024",6891,"737",1200
"3608-2181-4668-1399","Jul/2023",2498,"975",1200
"3608-1192-4856-1518","Mar/2023",4111,"358",1300
"3608-1395-4856-1892","Apr/2019",5304,"960",1200
"3608-2596-5634-1442","Feb/2021",4537,"330",1900
"3608-2596-5196-1838","Jun/2020",6563,"297",2000
"3608-2067-4394-1637","Jan/2020",6106,"900",1500
"3608-1782-4038-1245","Sep/2023",4704,"926",2000
"3608-1782-5745-1157","Aug/2021",8008,"492",1500
"3608-1192-4523-1614","Jul/2024",4764,"494",1400
"3608-2067-5030-1407","Jul/2020",6660,"486",1200
"3608-1192-4394-1361","Oct/2024",2819,"327",1100
"3608-1682-4523-1915","Feb/2020",6891,"203",1200
"3608-2588-4354-1185","May/2022",3508,"573",1900
"3608-2181-5333-1623","Jan/2024",3011,"878",1300
"3608-2596-5030-1999","Aug/2019",6931,"915",1600
"3608-1682-4445-1839","Aug/2025",2324,"661",1900
"3608-1782-5750-1428","Dec/2022",3354,"727",1600
"3608-1721-4038-1037","Feb/2020",5235,"541",1800
"3608-2181-4994-1572","Jan/2023",2183,"962",1400
"3608-2968-5756-1188","May/2024",2509,"884",1800
"3608-2067-5890-1596","Aug/2019",6007,"898",1300
"3608-1721-4158-1761","Dec/2019",5672,"735",1900
"3608-1192-4288-1744","Apr/2023",6595,"880",1500
"3608-1682-5750-1056","Sep/2025",7689,"790",2000
"3608-1333-5745-1435","Mar/2023",3405,"828",2000
"3608-2067-4354-1537","Mar/2020",7178,"709",1000
"3608-2588-5756-1597","Apr/2019",5777,"324",1900
"3608-2800-5750-1593","Apr/2018",5624,"364",1100
"3608-2751-5988-1821","Sep/2018",2002,"856",1300
"3608-2800-5766-1936","Mar/2018",4246,"465",1700
"3608-1721-5489-1038","Feb/2020",6849,"822",1200
"3608-2596-5756-1054","Sep/2021",6477,"145",1600
"3608-2181-5458-1038","Mar/2021",2610,"370",1500
"3608-2800-4994-1407","Nov/2024",4754,"082",1600
"3608-1395-4158-1215","Oct/2021",7015,"968",1800
"3608-2181-5459-1892","Nov/2023",7181,"256",1500
"3608-1333-4394-1761","Mar/2025",2658,"262",1800
"3608-2181-4342-1614","Jan/2023",6262,"221",1300
"3608-2596-4657-1980","Oct/2020",4155,"213",1500
"3608-1395-5489-1551","Oct/2020",2462,"298",1100
"3608-1395-5745-1194","Nov/2025",6319,"124",1000
"3608-2588-4005-1821","Aug/2022",6115,"719",1800
"3608-2596-5691-1274","Aug/2025",6045,"094",1300
"3608-1333-4344-1839","Nov/2025",6542,"573",1100
"3608-2800-4856-1056","Jan/2025",5882,"251",1500
"3608-1782-5030-1428","Jul/2023",7766,"466",1800
"3608-1682-5333-1014","Nov/2025",5535,"032",1500
"3608-2596-5988-1900","Jun/2024",2703,"294",1900
"3608-1192-5407-1935","Nov/2018",1971,"373",1300
"3608-2751-4318-1668","Jul/2021",6722,"307",1200
"3608-2800-4005-1839","Jul/2025",6377,"360",1300
"3608-2596-4951-1915","Jan/2024",5501,"142",1600
"3608-2507-5407-1407","Sep/2022",7646,"554",1400
"3608-2067-5030-1435","Sep/2018",3168,"353",1900
"3608-1782-4394-1935","Feb/2022",5666,"243",1300
"3608-2968-5038-1682","Jan/2018",3822,"708",1200
"3608-2968-5766-1804","Feb/2021",2413,"851",1700
"3608-1333-5634-1037","Jan/2025",2490,"187",1700
"3608-2800-5988-1068","Sep/2023",5368,"743",1300
"3608-1721-4354-1220","May/2019",7891,"591",2000
"3608-1682-4951-1181","Feb/2024",4089,"371",1600
"3608-2751-5691-1052","Apr/2021",3144,"006",1200
"3608-1682-5132-1442","Jan/2025",7276,"498",1000
"3608-2751-5691-1440","Jul/2024",4111,"244",1900
"3608-1682-4288-1198","Mar/2022",7954,"948",1600
"3608-2800-4458-1682","Sep/2023",8036,"166",1600
"3608-1395-4383-1717","Apr/2025",3149,"741",1300
"3608-1395-5696-1032","Nov/2024",7582,"307",1200
"3608-1395-5551-1381","Mar/2023",2398,"437",1700
"3608-2800-5696-1306","May/2022",4408,"271",1200
"3608-1782-5551-1109","Jan/2025",4673,"348",2000
"3608-1192-5458-1572","Jan/2020",3298,"408",1200
"3608-2596-5489-1717","Mar/2023",2917,"823",1700
"3608-2968-5766-1054","Jul/2020",4583,"598",1300
"3608-1395-5791-1129","Nov/2025",4255,"698",1800
"3608-1333-5691-1301","Jul/2021",2477,"170",1900
"3608-1192-4264-1474","Jul/2024",3485,"744",1100
"3608-1782-4994-1596","Sep/2024",5202,"335",1400
"3608-2751-4329-1761","Aug/2023",6726,"721",1400
"3608-1192-4038-1189","Sep/2018",5092,"525",1700
"3608-2800-5489-1407","Nov/2022",7148,"640",1600
"3608-2596-5459-1198","Jul/2023",6387,"213",1000
"3608-2751-4668-1572","Apr/2019",4916,"285",1300
"3608-1192-5634-1629","Dec/2019",6588,"764",1900
"3608-2751-5884-1980","Aug/2024",6851,"847",1100
"3608-2181-5696-1217","Apr/2025",5170,"035",2000
"3608-2800-4160-1623","Sep/2018",2037,"710",1100
"3608-1782-4445-1968","Feb/2025",4644,"633",1000
"3608-2507-5407-1603","Jan/2024",4024,"238",1300
"3608-1192-4668-1163","Mar/2021",3616,"929",1600
"3608-2968-5988-1198","Oct/2024",2625,"578",1400
"3608-2181-5551-1745","Jan/2019",6250,"746",1800
"3608-1395-5015-1821","Dec/2025",6828,"259",1700
"3608-1192-4383-1278","Jun/2025",7062,"988",1200
"3608-2067-5470-1617","Feb/2018",3365,"322",1400
"3608-1782-4445-1428","Nov/2023",6864,"528",1400
"3608-2800-5470-1794","Jun/2023",6267,"989",1800
"3608-1782-5890-1255","Jan/2022",2522,"059",2000
"3608-2800-5638-1355","Oct/2018",8045,"660",1000
"3608-2596-4445-1306","Jun/2021",5289,"327",2000
"3608-1395-5407-1613","Mar/2025",7278,"230",1500
"3608-1395-4236-1717","Dec/2025",3405,"903",1400
"3608-1721-4236-1245","Jul/2024",7514,"541",1000
"3608-1192-5724-1442","Jan/2023",3043,"984",1300
"3608-1192-5988-1255","Apr/2024",5944,"318",1800
"3608-2181-4711-1682","Sep/2024",6617,"643",1500
"3608-2588-5458-1705","Apr/2025",4855,"612",1600
"3608-2751-4445-1274","Dec/2025",5474,"909",1600
"3608-2588-5988-1682","Dec/2024",6497,"377",1600
"3608-2181-5030-1916","Apr/2021",2614,"238",1000
"3608-2067-5791-1068","Jul/2018",2298,"699",1400
"3608-2507-4856-1377","Oct/2020",4665,"960",1400
"3608-1721-4288-1613","Jan/2018",3400,"471",1000
"3608-1395-4394-1214","Sep/2019",2890,"072",1000
"3608-1682-5132-1278","Sep/2020",3488,"309",1000
"3608-1333-5884-1278","Feb/2019",2718,"106",1900
"3608-2507-4445-1613","Aug/2023",6648,"382",1700
"3608-2596-5791-1216","May/2022",5535,"159",2000
"3608-2588-5196-1351","Jul/2022",3369,"263",1200
"3608-1782-5551-1163","Aug/2023",3647,"411",1500
"3608-1782-5634-1821","Nov/2024",6962,"525",2000
"3608-1721-5890-1980","Jul/2021",3327,"529",1100
"3608-2800-5470-1821","Jun/2020",7141,"552",1600
"3608-1333-5152-1009","Dec/2025",4915,"898",1400
"3608-1721-5015-1856","Oct/2024",3403,"569",1100
"3608-2507-5551-1936","Aug/2021",6347,"847",1800
"3608-1682-5638-1465","Jan/2024",5577,"742",1500
"3608-2067-5632-1189","Jun/2024",2043,"231",1400
"3608-1333-5459-1322","Feb/2022",6496,"932",2000
"3608-2181-5458-1128","Jul/2019",6931,"933",1400
"3608-1395-4383-1537","Jul/2025",5989,"916",1300
"3608-2596-4344-1182","Feb/2025",6017,"066",1300
"3608-2067-5983-1220","Sep/2018",6974,"995",1100
"3608-2067-5724-1537","Mar/2024",7653,"556",2000
"3608-2181-5407-1037","Nov/2024",5104,"744",1600
"3608-1333-5459-1216","May/2025",4791,"407",1300
"3608-2751-4523-1838","Oct/2023",5253,"828",2000
"3608-2507-5196-1804","Mar/2025",6149,"559",1800
"3608-1395-4329-1589","Jan/2021",6401,"462",1300
"3608-2968-5394-1686","Sep/2023",3080,"093",1000
"3608-2800-4318-1322","Jan/2019",5308,"456",1800
"3608-2968-5691-1442","Apr/2023",1983,"511",1600
"3608-2507-4383-1983","Jul/2020",3595,"877",1800
"3608-1192-5551-1054","Jan/2020",6272,"444",1200
"3608-2067-5638-1596","Jun/2020",2713,"578",1100
"3608-2751-4038-1761","Feb/2019",4277,"417",1400
"3608-2067-4236-1435","Aug/2021",3957,"897",1600
"3608-1782-5983-1355","Jul/2019",2828,"749",1000
"3608-2588-5470-1188","Feb/2020",3479,"344",1300
"3608-1395-4856-1936","Dec/2024",5659,"539",1800
"3608-2968-4856-1214","Oct/2024",7826,"078",1200
"3608-1395-4711-1185","Apr/2018",7308,"110",1300
"3608-1682-5470-1428","Nov/2023",5882,"860",1100
"3608-2751-5766-1900","Mar/2024",4723,"480",1900
"3608-1395-4668-1355","Mar/2021",3686,"050",1100
"3608-1192-5890-1377","Oct/2019",6369,"726",1500
"3608-1333-5407-1442","Jan/2020",6479,"329",1600
"3608-2596-5038-1024","Feb/2024",5419,"637",1000
"3608-2181-5756-1795","Aug/2023",6193,"004",1200
"3608-1395-4523-1181","Mar/2025",2945,"581",1300
"3608-2751-4951-1055","Oct/2022",4927,"163",1000
"3608-2181-5489-1361","Nov/2025",2463,"895",2000
"3608-1395-4264-1844","Dec/2019",3671,"106",1000
"3608-1721-4264-1220","May/2024",2086,"346",1800
"3608-1682-4668-1157","Jun/2022",4345,"854",1000
"3608-2800-4329-1572","Mar/2023",5790,"278",1800
"3608-2800-4523-1936","Nov/2019",4337,"358",1100
"3608-2800-4711-1361","Apr/2022",2310,"995",1400
"3608-2968-4523-1518","Dec/2025",5491,"977",2000
"3608-2800-5696-1344","Dec/2020",6714,"154",1000
"3608-2596-4344-1572","Aug/2018",4363,"246",2000
"3608-1333-5394-1705","Feb/2020",3277,"148",1500
"3608-2596-5696-1394","Sep/2023",3715,"287",1900
"3608-2596-4580-1844","Nov/2020",7698,"667",1400
"3608-2181-5132-1745","May/2024",2613,"380",2000
"3608-2800-5458-1856","May/2018",2921,"828",1700
"3608-1782-5030-1935","May/2018",6888,"501",2000
"3608-1721-5015-1983","Apr/2022",7043,"245",1000
"3608-1395-5030-1265","Dec/2025",3049,"532",1800
"3608-2596-4394-1693","Mar/2025",5566,"712",1500
"3608-1333-5030-1220","Nov/2023",3627,"286",1200
"3608-1395-5333-1301","Mar/2025",4999,"216",1800
"3608-1333-4668-1673","Jan/2022",6715,"844",1500
"3608-2181-5884-1129","Jul/2025",6304,"740",1200
"3608-2181-4523-1163","Jul/2019",2487,"689",1100
"3608-2596-5756-1157","May/2019",5373,"907",1500
"3608-2067-5890-1245","Nov/2022",3448,"539",1600
"3608-2588-5458-1134","Jul/2020",7840,"950",1300
"3608-1333-5333-1839","May/2018",6707,"043",1900
"3608-1395-5030-1024","Mar/2018",3258,"385",1800
"3608-2596-5756-1968","Aug/2022",5159,"524",2000
"3608-2507-5551-1597","Sep/2024",5599,"289",1100
"3608-2751-5756-1278","Oct/2018",7829,"573",1700
"3608-2588-5766-1185","Feb/2019",5556,"338",1300
"3608-2507-4329-1024","Feb/2025",3158,"724",1300
"3608-1782-5988-1381","Nov/2024",3338,"977",1400
"3608-1682-4264-1216","Sep/2018",4692,"836",1500
"3608-2968-5750-1121","Aug/2025",3310,"516",1500
"3608-1192-4038-1761","May/2018",3421,"637",1100
"3608-2181-5470-1673","Aug/2020",7803,"706",1500
"3608-2800-4523-1617","Oct/2018",3953,"607",1000
"3608-1192-5634-1428","Jul/2023",3883,"383",1700
"3608-2968-4856-1024","Mar/2021",4810,"475",2000
"3608-2507-4580-1558","Oct/2020",5330,"925",1000
"3608-2596-4657-1474","Jul/2020",5376,"915",1200
"3608-2800-5724-1551","Mar/2023",2836,"661",1800
"3608-2751-4856-1646","Mar/2024",6922,"304",1700
"3608-1333-4383-1255","Feb/2021",6710,"767",1100
"3608-2751-5459-1668","Jul/2019",6870,"299",1500
"3608-1192-5756-1476","Jan/2023",2790,"774",1900
"3608-1721-5407-1217","Oct/2021",5870,"460",1500
"3608-2507-4994-1189","Jan/2024",6330,"924",1300
"3608-1682-5038-1705","Mar/2018",5933,"400",1700
"3608-1721-4236-1355","Jan/2019",4885,"059",1400
"3608-1192-4951-1497","Jan/2019",5769,"449",1600
"3608-2588-4383-1032","Aug/2024",2244,"906",1300
"3608-2800-5884-1838","Nov/2025",7739,"015",1000
"3608-2968-4394-1682","Jun/2019",2582,"360",2000
"3608-2968-4342-1130","Aug/2020",5805,"138",1600
"3608-2751-5196-1351","Sep/2022",7699,"791",1400
"3608-1333-5407-1537","Jan/2025",6997,"262",1800
"3608-2751-5152-1631","Apr/2025",4592,"672",1500
"3608-1192-4458-1399","Jul/2021",5632,"231",1200
"3608-2181-5152-1301","Sep/2020",2302,"181",1700
"3608-2968-4354-1537","Mar/2021",2191,"289",1300
"3608-2968-5470-1795","Aug/2022",5907,"859",1600
"3608-2507-5884-1055","Jun/2020",2088,"849",1600
"3608-2800-4160-1052","Nov/2021",7743,"563",1700
"3608-2588-5696-1435","Jun/2022",7022,"023",1600
"3608-1333-4005-1214","Oct/2022",3272,"742",2000
"3608-1682-5884-1475","Aug/2022",4701,"826",1600
"3608-2800-5983-1344","Jan/2024",4074,"388",1800
"3608-2507-5750-1157","Oct/2022",6858,"533",1200
"3608-2751-5696-1440","Aug/2020",5570,"895",1500
"3608-1192-5132-1629","Feb/2018",6308,"024",1200
"3608-1682-4329-1717","Nov/2019",3267,"395",1500
"3608-2800-5766-1190","Dec/2024",2706,"689",1400
"3608-2596-4329-1056","Apr/2020",3183,"352",1500
"3608-2507-5745-1399","Aug/2020",5903,"279",1000
"3608-2067-4329-1355","Sep/2022",5149,"506",1700
"3608-1682-5745-1055","Mar/2020",4013,"009",1100
"3608-2507-5988-1134","Sep/2019",7855,"015",1000
"3608-2800-5766-1637","Sep/2020",7301,"036",1300
"3608-2596-5015-1572","Mar/2018",2587,"557",1400
"3608-2751-5333-1245","Dec/2018",2126,"659",1400
"3608-2067-4711-1838","Aug/2020",7121,"329",1900
"3608-2181-5766-1603","Feb/2018",7788,"102",1500
"3608-2596-4005-1717","Jan/2022",4220,"746",1400
"3608-2507-5750-1014","Mar/2019",2908,"028",1300
"3608-2800-5470-1623","Aug/2023",2057,"696",1100
"3608-1682-4856-1935","Jan/2018",3145,"204",1200
"3608-1333-5196-1194","Dec/2023",5067,"376",1800
"3608-2596-5756-1518","Jan/2020",2486,"197",1900
"3608-1782-4160-1603","Sep/2020",4412,"644",1300
"3608-2596-4354-1322","Jan/2022",4595,"583",1000
"3608-1333-4354-1052","Jan/2021",5014,"298",1100
"3608-1395-5407-1718","Jan/2024",7647,"866",1300
"3608-2596-4318-1255","May/2025",2621,"647",2000
"3608-1395-4994-1916","Nov/2022",2048,"289",1700
"3608-1395-4318-1055","Dec/2025",6261,"397",1500
"3608-1682-5196-1134","Apr/2022",4835,"139",2000
"3608-1721-5638-1037","Nov/2018",7075,"564",1900
"3608-2751-4160-1381","Mar/2023",7822,"162",1500
"3608-1192-5458-1037","Aug/2023",6518,"919",1400
"3608-1395-5030-1001","Sep/2021",7253,"825",1600
"3608-1333-4445-1935","Jul/2020",5253,"532",1300
"3608-1721-4264-1278","Oct/2021",6764,"579",1800
"3608-2067-5030-1915","Aug/2022",2417,"159",1300
"3608-1782-5632-1052","Mar/2023",2761,"200",1100
"3608-2181-5691-1037","Sep/2020",7848,"900",1100
"3608-2181-4856-1068","Nov/2023",7246,"859",1700
"3608-1395-4445-1054","Sep/2023",4992,"811",1300
"3608-1682-5634-1744","Oct/2022",7748,"286",1100
"3608-2181-4458-1558","Jan/2018",6056,"735",1600
"3608-2800-5691-1693","Jan/2018",6207,"719",1300
"3608-2751-4668-1024","May/2020",3055,"990",1400
"3608-1395-5458-1038","Aug/2020",4163,"170",1600
"3608-1333-5196-1596","Nov/2025",2801,"093",1000
"3608-1682-4158-1474","Apr/2018",5387,"843",1900
"3608-1192-4329-1960","Jan/2019",4727,"477",1800
"3608-2067-5038-1182","Oct/2020",2828,"429",1900
"3608-1682-5745-1476","May/2024",4584,"777",1600
"3608-2181-5696-1068","Apr/2023",7292,"347",1800
"3608-1782-4005-1558","Oct/2018",7117,"952",1700
"3608-2800-5132-1660","Mar/2019",2222,"939",1600
"3608-1782-4158-1968","Sep/2018",3362,"878",1000
"3608-1333-5458-1761","Aug/2024",3765,"211",1000
"3608-1333-4951-1613","Jul/2022",7789,"333",1700
"3608-1192-5890-1198","Jun/2021",5619,"740",1400
"3608-1682-5890-1693","Dec/2021",3063,"054",1200
"3608-1333-5696-1999","Nov/2020",4796,"019",1000
"3608-1192-5015-1821","Dec/2021",4116,"810",1500
"3608-2968-5988-1693","Jan/2023",7011,"049",1600
"3608-1782-4711-1794","Jul/2021",3684,"655",1400
"3608-2800-4038-1355","Nov/2023",5122,"328",2000
"3608-2181-5333-1637","Dec/2025",6674,"593",1500
"3608-1782-4458-1245","Sep/2022",6043,"439",1900
"3608-1721-5890-1435","Dec/2022",5244,"034",1600
"3608-2507-5132-1322","May/2019",7507,"236",1100
"3608-2588-4329-1856","Dec/2019",5525,"187",1200
"3608-1782-5632-1301","Mar/2020",7726,"336",1700
"3608-2181-5632-1856","Aug/2018",6798,"736",1500
"3608-1192-4342-1182","Nov/2021",4291,"973",1800
"3608-1721-4951-1014","Mar/2018",2529,"505",2000
"3608-2181-4236-1976","Feb/2021",8039,"896",1000
"3608-2800-4160-1497","Sep/2021",4205,"708",1900
"3608-2596-4394-1572","Sep/2021",4573,"757",2000
"3608-1782-5458-1717","Jun/2025",6764,"474",1000
"3608-2751-4383-1140","Feb/2022",7927,"659",1600
"3608-2588-5394-1157","Oct/2022",4699,"994",1500
"3608-1782-5152-1856","Oct/2021",3281,"284",1000
"3608-1721-5551-1613","Jun/2021",3015,"335",1400
"3608-2588-4038-1617","Mar/2025",7167,"556",1900
"3608-1721-5407-1300","Sep/2020",4273,"903",1000
"3608-2067-5724-1055","Feb/2018",5869,"517",1300
"3608-1192-5015-1064","Aug/2021",4085,"506",1200
"3608-1333-5791-1038","Jul/2018",4946,"430",1600
"3608-1721-4657-1613","Apr/2022",5054,"208",1200
"3608-2588-4580-1274","Apr/2019",6056,"986",1300
"3608-2067-5038-1428","Apr/2019",4770,"419",1800
"3608-1721-4160-1344","May/2023",7809,"487",1200
"3608-1682-5884-1718","Dec/2023",4487,"194",1300
"3608-2596-5988-1980","May/2025",6595,"830",1500
"3608-1721-4264-1121","Jul/2025",4498,"654",1600
"3608-2181-5333-1839","May/2019",5480,"020",1400
"3608-2507-4383-1014","May/2025",2600,"701",1100
"3608-2181-5458-1931","Jul/2023",6616,"079",1400
"3608-2800-5724-1014","Dec/2024",7914,"030",1600
"3608-2596-5691-1064","Oct/2025",7343,"823",1500
"3608-2588-5132-1255","Mar/2019",4400,"306",1900
"3608-2067-4580-1999","Oct/2021",7790,"998",1000
"3608-2181-5489-1322","Jun/2021",6897,"022",2000
"3608-2800-4005-1255","Mar/2018",5061,"369",1100
"3608-1782-4668-1673","Dec/2018",5995,"207",1600
"3608-2596-4038-1274","Jun/2022",6877,"187",1800
"3608-1333-5038-1497","Apr/2022",4330,"162",1700
"3608-1333-5756-1245","Sep/2025",4033,"062",1700
"3608-2968-5196-1053","Sep/2023",4863,"110",1400
"3608-2067-5890-1344","Sep/2022",3649,"330",1700
"3608-2800-5750-1673","Apr/2024",2677,"126",1500
"3608-1395-4236-1130","Oct/2021",4012,"298",1800
"3608-2181-5132-1383","Nov/2019",3805,"985",1800
"3608-2751-5988-1718","Feb/2025",7711,"465",1300
"3608-1192-5691-1613","Jan/2024",7093,"643",1700
"3608-1782-4264-1518","Sep/2019",6017,"527",2000
"3608-2751-4383-1915","Apr/2023",5429,"863",1600
"3608-2181-5632-1744","May/2018",2206,"425",1200
"3608-1192-5890-1900","Dec/2024",2474,"547",2000
"3608-1682-4158-1794","Feb/2019",7361,"542",1300
"3608-2507-5632-1589","Dec/2023",2499,"687",1600
"3608-2968-4668-1361","Dec/2024",4368,"554",1700
"3608-1721-4318-1968","Dec/2022",3725,"696",1000
"3608-1721-5884-1589","Jun/2023",1966,"191",1600
"3608-2800-4383-1844","Jun/2022",3137,"206",1900
"3608-1333-5691-1717","Apr/2018",3780,"618",1900
"3608-1782-5756-1646","May/2020",6290,"439",1100
"3608-2800-5691-1593","Apr/2021",6503,"952",2000
"3608-1782-5983-1497","Dec/2024",5186,"573",1200
"3608-2181-5756-1646","Mar/2018",6453,"118",1900
"3608-1192-4160-1837","Feb/2020",7807,"796",1600
"3608-2800-5333-1292","Jan/2024",2421,"464",1500
"3608-1192-5745-1856","Aug/2018",4321,"816",1900
"3608-1333-5015-1856","Dec/2023",3317,"618",1800
"3608-1782-5132-1383","Jul/2019",2947,"127",2000
"3608-1333-5470-1745","Dec/2025",6195,"835",1900
"3608-2751-4264-1134","Sep/2023",7739,"649",1400
"3608-1395-4394-1631","Apr/2020",4800,"341",1300
"3608-1395-4994-1053","Oct/2025",3699,"041",1100
