"ccn","validthru","key","pin","quota"
"3608-1782-5638-1300","Jan/2019",6132,"653",1700
"3608-2800-5634-1140","May/2021",2571,"132",1900
"3608-2507-4383-1255","Sep/2020",2208,"108",1100
"3608-2596-5551-1976","Jan/2019",2652,"893",1700
"3608-2968-5394-1220","Jan/2021",4390,"012",1200
"3608-2588-4344-1828","Oct/2019",5549,"677",1700
"3608-1333-4711-1181","Jul/2022",4999,"281",1500
"3608-2800-5983-1055","Aug/2019",7513,"717",1200
"3608-1721-4856-1572","Jan/2022",3808,"686",1900
"3608-1333-5333-1361","Mar/2023",4591,"945",1900
"3608-2588-5724-1009","Sep/2023",2731,"823",1900
"3608-2800-5638-1693","Dec/2023",3390,"774",1100
"3608-2507-4951-1435","Mar/2019",7543,"304",1400
"3608-2968-4318-1024","Jun/2019",3897,"506",1200
"3608-2596-4523-1837","Sep/2019",6298,"079",1400
"3608-1721-5470-1603","Jul/2022",3504,"315",1200
"3608-1395-5551-1109","Nov/2019",2533,"903",2000
"3608-1682-4657-1121","Jul/2021",2922,"133",1900
"3608-2507-5152-1024","Dec/2018",5710,"871",1400
"3608-2751-4657-1189","Feb/2025",2857,"279",1000
"3608-2596-4994-1646","Jan/2025",5016,"566",1400
"3608-2596-4394-1660","Jan/2024",4957,"022",1500
"3608-1721-4318-1475","Apr/2023",3811,"206",1600
"3608-2968-5750-1301","Aug/2024",2805,"312",1100
"3608-2507-5638-1745","Oct/2023",5716,"811",1100
"3608-2588-5196-1265","May/2019",2943,"680",1300
"3608-1192-5038-1009","Jan/2022",6186,"834",1500
"3608-2588-5038-1761","Jan/2020",7739,"199",1100
"3608-1782-4344-1128","Nov/2019",2399,"797",1600
"3608-1395-5791-1189","Oct/2025",2504,"551",1000
"3608-2067-5394-1381","Nov/2021",7255,"114",1600
"3608-2596-5132-1182","Jun/2018",4363,"700",1100
"3608-2507-5038-1968","Jun/2025",5963,"833",1400
"3608-1192-5015-1440","Jan/2022",5530,"362",1100
"3608-1682-4318-1377","Sep/2018",3142,"004",1800
"3608-1333-5394-1673","Jul/2025",4915,"438",1900
"3608-1782-4329-1745","Nov/2023",3793,"185",1300
"3608-1192-5750-1399","Oct/2019",7111,"019",1800
"3608-1782-4458-1828","Feb/2021",2634,"503",1200
"3608-2968-4856-1054","Apr/2018",4211,"440",1800
"3608-1333-5038-1617","Oct/2025",2713,"615",1200
"3608-2751-5038-1745","May/2024",7411,"785",1100
"3608-1192-5132-1394","Jul/2020",3027,"082",1000
"3608-2588-5132-1637","Nov/2018",7451,"894",1800
"3608-1192-4668-1596","Jan/2021",5512,"718",1600
"3608-2588-5745-1190","Feb/2018",2719,"963",1500
"3608-2596-5394-1693","Oct/2025",4193,"695",1300
"3608-2596-5696-1629","Feb/2019",4046,"448",1800
"3608-1682-4523-1278","Oct/2020",6571,"622",1400
"3608-1782-4951-1014","Aug/2024",3818,"917",1300
"3608-2596-5750-1188","Oct/2025",2761,"826",1500
"3608-2588-5632-1936","Nov/2019",2112,"189",1300
"3608-2507-5196-1300","Apr/2024",3357,"975",1700
"3608-1395-4711-1163","Jun/2018",6136,"013",1700
"3608-2968-5766-1128","Jan/2025",4463,"918",1600
"3608-1782-5459-1603","May/2025",2910,"850",1900
"3608-2596-4394-1255","Jun/2025",3876,"126",1500
"3608-2181-5459-1936","Jun/2025",7636,"632",1100
"3608-1782-5394-1014","May/2025",8043,"766",1600
"3608-1395-5988-1572","Feb/2025",5352,"744",1200
"3608-1721-5791-1968","Sep/2018",1988,"925",1600
"3608-2800-5988-1245","Jun/2018",7733,"865",1900
"3608-2751-4329-1838","Feb/2023",4478,"516",1800
"3608-1782-5333-1032","Aug/2020",4060,"618",1600
"3608-1395-4038-1052","Jul/2024",4087,"134",2000
"3608-2588-4657-1558","Feb/2025",3752,"145",1800
"3608-1782-5638-1055","Jun/2018",6866,"943",1800
"3608-2596-4236-1292","Nov/2021",5772,"216",1600
"3608-2588-4158-1038","Sep/2021",2166,"190",1700
"3608-2507-4354-1322","Jan/2024",7021,"746",1400
"3608-2968-4394-1189","Jun/2018",7519,"368",1200
"3608-2588-5691-1383","Nov/2023",3570,"873",1500
"3608-2507-4264-1361","May/2019",5198,"406",1100
"3608-1395-5890-1355","Dec/2025",3800,"473",1400
"3608-1782-5458-1056","Oct/2020",7769,"560",1900
"3608-1395-4344-1128","Jun/2020",4414,"971",1600
"3608-2588-5791-1407","Mar/2020",5863,"835",2000
"3608-2067-5791-1518","Aug/2024",6892,"093",1700
"3608-2596-5638-1056","Sep/2025",5485,"907",1200
"3608-2596-4342-1537","Aug/2025",4137,"976",1000
"3608-2067-4236-1761","Mar/2020",2584,"755",1400
"3608-2507-5132-1603","Mar/2021",5985,"727",1100
"3608-1782-4005-1795","Mar/2019",3741,"200",1700
"3608-2588-4318-1157","Nov/2020",5429,"330",2000
"3608-2507-5756-1629","Jun/2020",5909,"598",1800
"3608-2596-5394-1292","Oct/2019",5424,"187",2000
"3608-2507-4458-1442","May/2023",3440,"709",2000
"3608-1721-4344-1194","Feb/2019",3348,"365",2000
"3608-2507-4383-1572","Aug/2024",2717,"412",1400
"3608-2181-5030-1597","May/2025",5209,"223",1100
"3608-1721-4657-1838","Jul/2023",4992,"648",1400
"3608-1682-4264-1474","Nov/2018",4689,"091",1000
"3608-2507-4383-1617","Sep/2022",7589,"195",1500
"3608-1721-4342-1744","Feb/2025",3056,"557",1500
"3608-1682-5638-1428","Oct/2018",2200,"114",1500
"3608-2596-5459-1856","Jun/2020",4279,"903",1900
"3608-2968-4994-1475","Jul/2020",5865,"534",1800
"3608-1333-5551-1217","Feb/2022",3379,"466",1900
"3608-2751-4288-1216","Nov/2018",8037,"443",1200
"3608-1721-5750-1140","Mar/2024",7483,"441",1100
"3608-1395-5756-1744","Jan/2019",4211,"887",1500
"3608-2507-4288-1024","Nov/2023",2263,"821",1500
"3608-1782-4856-1936","Jul/2020",7771,"734",1700
"3608-1395-5132-1476","Nov/2023",6973,"528",1800
"3608-1682-5333-1306","Jul/2020",4824,"287",1500
"3608-2968-4580-1032","Feb/2023",5716,"694",1300
"3608-1333-4342-1686","Dec/2021",6264,"275",1500
"3608-2507-5196-1935","Sep/2024",5572,"967",1600
"3608-2751-4288-1163","Apr/2021",6828,"418",1300
"3608-2968-4668-1190","Oct/2024",2633,"010",1300
"3608-1333-4354-1001","Mar/2025",6728,"017",1900
"3608-2751-4856-1668","Mar/2020",7215,"576",1500
"3608-2067-4856-1442","May/2022",6440,"849",1600
"3608-1682-4288-1828","Aug/2022",4508,"961",2000
"3608-1782-5030-1718","Aug/2025",3989,"344",1600
"3608-2067-5333-1163","Apr/2024",2244,"543",1100
"3608-1333-5724-1983","Feb/2018",3725,"378",1400
"3608-1395-5333-1629","Jul/2023",4692,"673",1400
"3608-2596-4264-1465","Dec/2020",3446,"407",1400
"3608-2507-5791-1301","Feb/2024",7343,"885",1600
"3608-2067-4236-1603","Oct/2019",7458,"436",1700
"3608-2067-5407-1216","Sep/2025",2013,"342",1300
"3608-2968-5724-1518","Jan/2024",5941,"928",1900
"3608-1395-4158-1744","Nov/2024",2956,"201",1100
"3608-1721-5724-1383","Jul/2018",7736,"800",1100
"3608-2751-4711-1188","Nov/2021",3853,"430",1600
"3608-1395-4342-1603","Jul/2020",2085,"519",1900
"3608-2181-5691-1623","Jun/2019",3648,"926",2000
"3608-1782-5458-1351","Sep/2024",3139,"987",1600
"3608-1682-5724-1407","Aug/2018",6267,"363",1600
"3608-1782-5634-1717","Mar/2022",3580,"116",1600
"3608-2751-5489-1597","Aug/2021",2681,"190",1900
"3608-1192-4951-1024","Sep/2021",3108,"312",1200
"3608-1782-4856-1182","Jul/2022",4630,"581",1700
"3608-1333-5691-1900","Jan/2020",4601,"435",1200
"3608-1682-4038-1361","Aug/2024",3759,"943",1700
"3608-1782-4264-1931","Dec/2019",7947,"991",1400
"3608-2588-5333-1617","Jan/2018",7947,"204",1200
"3608-1333-5634-1038","Sep/2023",3437,"152",1700
"3608-2596-5132-1804","Aug/2025",3970,"023",1500
"3608-2181-4523-1383","Jun/2024",6011,"508",1600
"3608-2968-4038-1551","Jul/2023",2960,"234",1300
"3608-2588-4318-1745","Apr/2024",4946,"494",1900
"3608-2507-5458-1856","May/2018",5363,"898",1500
"3608-1782-4580-1053","Nov/2021",4389,"641",1600
"3608-1395-5152-1163","Nov/2021",2693,"733",1300
"3608-2800-4394-1892","May/2018",4994,"473",1500
"3608-2596-5038-1593","Aug/2021",3357,"979",1400
"3608-1192-5791-1603","Jan/2024",6208,"052",1400
"3608-2181-4318-1475","Jan/2021",5140,"292",1000
"3608-2596-4657-1537","Feb/2023",7314,"342",1200
"3608-1333-5983-1821","Apr/2021",5334,"049",1500
"3608-2596-5459-1053","Sep/2020",4445,"849",1600
"3608-2507-5634-1844","Aug/2022",5627,"011",2000
"3608-1782-4445-1064","Feb/2022",5497,"179",1800
"3608-1192-5030-1157","Jul/2020",7392,"682",1300
"3608-2968-4856-1844","Oct/2024",2899,"080",1000
"3608-2968-4668-1572","Apr/2025",6980,"690",1500
"3608-2968-5489-1394","Jul/2023",6436,"771",1400
"3608-1333-5030-1631","Mar/2021",4281,"158",1800
"3608-1395-5691-1613","Mar/2024",3336,"783",1500
"3608-2596-4158-1217","Mar/2018",4135,"738",1800
"3608-1721-5030-1980","Aug/2020",3678,"475",1400
"3608-1682-5470-1185","Apr/2019",2492,"991",1300
"3608-2596-5890-1009","Mar/2021",5157,"505",1900
"3608-1192-5152-1064","Aug/2019",5952,"755",1100
"3608-1192-5459-1844","May/2025",2013,"264",1700
"3608-2507-5152-1198","Apr/2023",3847,"354",1200
"3608-2507-5551-1705","Feb/2024",7748,"114",1900
"3608-2507-5458-1435","Aug/2020",4832,"973",1400
"3608-2751-5407-1745","Feb/2019",7792,"321",1300
"3608-2751-4318-1130","May/2020",7491,"184",1200
"3608-1333-5632-1130","Aug/2025",6703,"278",1000
"3608-2800-5988-1306","Mar/2021",2688,"371",1300
"3608-2067-4288-1300","Jul/2018",6542,"533",1600
"3608-1721-4342-1407","Nov/2024",4134,"409",1000
"3608-1721-5458-1916","Aug/2018",2472,"667",1000
"3608-1333-4711-1614","Jun/2022",4667,"717",1000
"3608-1192-4264-1399","Jul/2019",4242,"035",1400
"3608-1721-4160-1915","Mar/2024",5054,"405",1700
"3608-1395-5890-1121","Aug/2022",5951,"762",1000
"3608-1682-5459-1794","Apr/2025",5288,"150",1900
"3608-2181-5152-1121","Nov/2024",3980,"092",1000
"3608-2067-4994-1355","Jul/2024",4813,"123",1900
"3608-2181-4657-1686","Mar/2024",3770,"032",2000
"3608-2588-4354-1140","Mar/2024",5841,"872",1200
"3608-2588-4994-1916","Sep/2020",2989,"005",1900
"3608-1333-5470-1182","Nov/2024",2571,"465",1900
"3608-1395-4344-1761","May/2020",3413,"364",1100
"3608-1782-4236-1055","Nov/2018",7511,"612",1100
"3608-2507-5634-1804","Mar/2020",2737,"818",1100
"3608-1721-4318-1693","Jun/2023",3921,"787",1100
"3608-2181-5015-1361","Apr/2021",3240,"410",1100
"3608-2507-5015-1038","Jan/2024",2371,"973",1900
"3608-2751-4354-1054","Nov/2025",2907,"147",1100
"3608-2588-4994-1705","Feb/2018",6101,"260",1900
"3608-1333-4318-1355","Aug/2024",6845,"635",1300
"3608-1782-4445-1157","Nov/2021",2431,"605",1900
"3608-1333-4458-1596","Dec/2024",5689,"673",1100
"3608-2968-4354-1980","Mar/2019",5168,"654",1000
"3608-1782-5030-1140","Oct/2023",5787,"250",1900
"3608-2067-5890-1646","Jun/2019",6344,"314",1200
"3608-2067-4005-1637","May/2024",5158,"300",2000
"3608-2800-5038-1056","Aug/2023",4734,"962",1500
"3608-2800-4668-1804","Jul/2023",4517,"058",1200
"3608-1682-4354-1064","Oct/2019",4427,"495",2000
"3608-1682-4344-1038","Feb/2018",4138,"077",1200
"3608-2067-5015-1274","Jun/2019",3267,"254",1800
"3608-1333-4458-1037","Apr/2023",3794,"928",1000
"3608-2751-5890-1038","Nov/2022",2383,"125",1400
"3608-2507-4445-1053","Dec/2025",4532,"621",1800
"3608-2067-4445-1673","Nov/2021",2812,"969",1200
"3608-2800-5196-1603","Oct/2021",6775,"588",1400
"3608-1782-5632-1976","Sep/2024",4172,"135",1800
"3608-2181-5638-1537","Oct/2021",2001,"037",1500
"3608-2507-5691-1745","Jan/2022",5098,"687",1100
"3608-1682-5458-1032","Jun/2024",5192,"288",1000
"3608-2181-5634-1821","Mar/2024",3316,"814",1700
"3608-1333-5458-1377","Sep/2022",4211,"440",1900
"3608-2181-5459-1344","Jan/2022",4530,"857",1500
"3608-2596-5015-1053","May/2025",4020,"580",1000
"3608-2181-4342-1038","Sep/2020",7532,"560",1000
"3608-2588-5745-1181","Jul/2022",6733,"134",1200
"3608-2596-5038-1407","Aug/2023",4401,"359",1400
"3608-1682-5458-1014","May/2019",7189,"463",1400
"3608-2751-4329-1686","Nov/2019",5552,"872",1500
"3608-2588-5152-1181","Nov/2020",5333,"457",1700
"3608-1395-5750-1216","Feb/2023",7652,"680",2000
"3608-2596-5756-1976","Sep/2024",5633,"373",1100
"3608-2596-5634-1052","Mar/2018",5847,"897",1300
"3608-1682-5983-1140","Oct/2019",4853,"254",1000
"3608-1192-5983-1054","Apr/2025",4994,"254",1300
"3608-1782-4354-1351","Apr/2018",3953,"010",2000
"3608-2968-4523-1474","Feb/2020",7343,"019",1000
"3608-1782-4711-1551","Jun/2024",6290,"014",1600
"3608-2507-5884-1053","Oct/2018",4694,"916",1000
"3608-2968-4342-1189","Jan/2025",2942,"583",1700
"3608-1682-4329-1394","Jan/2022",5339,"114",1700
"3608-2067-4264-1597","Mar/2025",2467,"901",1800
"3608-2751-4458-1355","Feb/2021",4999,"712",1500
"3608-2181-5988-1980","Jun/2023",4372,"980",1400
"3608-1721-4458-1960","Oct/2022",7273,"867",1800
"3608-2067-4580-1916","Apr/2022",3622,"597",1900
"3608-1395-4856-1301","Sep/2020",2316,"274",1500
"3608-1395-5691-1274","Mar/2025",3183,"434",1300
"3608-2800-5791-1839","Nov/2021",5128,"295",1900
"3608-1721-4288-1936","Jan/2025",6104,"919",1900
"3608-2800-4394-1032","Oct/2024",3969,"429",1800
"3608-2588-5551-1968","Jun/2024",2024,"308",1100
"3608-2968-5551-1915","Dec/2021",4958,"818",2000
"3608-1782-5988-1198","May/2021",2856,"731",1700
"3608-2800-4354-1476","Jan/2021",4726,"403",1800
"3608-1721-5983-1693","Mar/2023",5769,"821",1100
"3608-2596-4445-1497","Oct/2024",5698,"364",1200
"3608-1782-4383-1265","Mar/2025",3747,"756",1400
"3608-2067-5988-1038","Sep/2018",4074,"975",1700
"3608-2596-5030-1646","Jan/2019",5503,"535",1600
"3608-2181-4344-1037","Dec/2021",5973,"607",1700
"3608-1782-4994-1163","Sep/2023",5198,"975",1500
"3608-2800-4856-1475","Feb/2021",6489,"178",1100
"3608-1333-5458-1693","Dec/2018",3648,"827",1400
"3608-2751-5638-1014","Jan/2018",4610,"890",1600
"3608-1333-5745-1589","Aug/2019",7838,"550",1900
"3608-1782-5791-1603","Jul/2025",6369,"864",2000
"3608-1782-4580-1094","Aug/2018",6760,"314",1200
"3608-2968-4523-1558","Mar/2018",6522,"962",1200
"3608-2588-4994-1980","Oct/2023",4433,"337",1200
"3608-2588-5884-1301","Jul/2018",4430,"131",1100
"3608-2800-5632-1130","Jan/2019",6061,"854",1200
"3608-2968-4342-1001","Nov/2021",3821,"607",1600
"3608-2507-5638-1551","Jan/2024",7389,"492",1600
"3608-2751-4354-1440","Apr/2019",2181,"021",1600
"3608-1192-4329-1381","Mar/2018",3337,"138",1800
"3608-1395-4344-1589","May/2020",2179,"390",1700
"3608-2067-5632-1631","Mar/2020",7967,"686",1000
"3608-2800-5638-1613","Jun/2018",4576,"516",2000
"3608-1721-4158-1274","Oct/2018",1994,"269",1000
"3608-1782-4856-1181","Jan/2025",5851,"672",1900
"3608-2067-5152-1614","Aug/2021",2833,"708",1700
"3608-1782-5394-1001","Sep/2022",6636,"871",1300
"3608-2588-4383-1617","Dec/2018",7860,"169",1100
"3608-2800-4856-1593","Jul/2018",5887,"651",1800
"3608-2800-5638-1214","Apr/2024",4661,"286",1500
"3608-2800-5459-1163","Jan/2025",5282,"569",2000
"3608-2596-4344-1292","Jan/2025",7886,"768",1600
"3608-2800-4288-1795","Dec/2018",7526,"856",1600
"3608-2800-4288-1646","Oct/2025",7193,"237",1600
"3608-2596-5152-1255","May/2024",2595,"907",2000
"3608-1395-4236-1916","Nov/2018",2902,"320",1900
"3608-2181-4005-1109","Jul/2022",7268,"087",2000
"3608-2596-4354-1596","Nov/2021",5364,"916",1700
"3608-2181-5750-1140","Dec/2022",2567,"316",2000
"3608-2181-4856-1182","Apr/2020",4752,"311",1700
"3608-2968-4158-1465","Sep/2020",5897,"152",1900
"3608-1721-5884-1129","Sep/2022",2342,"871",1400
"3608-1333-5470-1623","Jan/2019",7254,"009",1600
"3608-2507-5152-1744","Jun/2024",3011,"509",1300
"3608-2751-4288-1637","Jun/2025",7103,"902",1800
"3608-2067-4458-1001","Dec/2021",4161,"357",1000
"3608-1682-4158-1185","Oct/2021",4112,"726",1800
"3608-2800-5489-1668","May/2022",3460,"708",1200
"3608-2588-4394-1976","Sep/2018",6483,"415",1100
"3608-1721-5983-1705","May/2025",4985,"736",2000
"3608-2751-4344-1244","Jan/2021",6359,"536",1900
"3608-2588-5196-1968","Oct/2024",5457,"696",2000
"3608-2067-4445-1215","Oct/2019",6973,"792",2000
"3608-2800-4383-1572","Sep/2021",4845,"423",1100
"3608-1682-5132-1244","Oct/2022",7270,"854",1900
"3608-2067-5750-1274","Jul/2021",7723,"840",1400
"3608-1192-5791-1745","Jan/2020",2393,"050",1300
"3608-1192-5696-1637","Oct/2019",5904,"849",1900
"3608-2596-5196-1383","Sep/2019",2011,"675",1300
"3608-2588-5015-1055","Dec/2024",2494,"204",1100
"3608-1192-4951-1551","Dec/2020",5366,"669",1900
"3608-1782-5638-1322","Mar/2022",5638,"451",1300
"3608-1782-4994-1381","Sep/2024",5941,"733",1600
"3608-2588-4264-1377","Aug/2018",2204,"585",1400
"3608-1333-5132-1828","Jan/2024",5398,"145",2000
"3608-2181-4342-1054","May/2018",2462,"517",1300
"3608-1395-5756-1668","May/2023",3054,"220",1500
"3608-1395-4158-1589","Sep/2022",5409,"572",1200
"3608-2968-4288-1129","Jan/2021",5111,"309",1700
"3608-1395-4856-1686","Dec/2025",3968,"129",1300
"3608-1333-4657-1292","Feb/2021",2383,"699",1000
"3608-2800-5333-1717","May/2021",7916,"566",1800
"3608-2968-5551-1804","Mar/2025",7477,"943",2000
"3608-2067-5756-1693","Jun/2022",2799,"493",1700
"3608-1192-5407-1300","Feb/2021",7995,"434",1100
"3608-2800-5015-1623","Jan/2019",4417,"337",1800
"3608-1395-4354-1631","Apr/2022",2311,"244",1900
"3608-1721-4005-1265","Sep/2018",2606,"919",1200
"3608-2181-5890-1844","Jun/2023",5075,"138",1900
"3608-1721-5030-1474","Sep/2019",2049,"075",1400
"3608-2968-4329-1381","Oct/2019",6876,"754",1700
"3608-1782-4523-1717","Apr/2023",7763,"144",2000
"3608-2588-5890-1761","Sep/2020",2321,"326",1900
"3608-2588-5890-1383","Aug/2022",7944,"376",1400
"3608-1782-5696-1844","Jan/2021",5758,"678",2000
"3608-1395-5132-1198","Aug/2023",2146,"599",1700
"3608-1333-4329-1613","Mar/2020",2716,"046",1000
"3608-1333-5030-1936","Sep/2021",6699,"200",1700
"3608-2181-5745-1856","May/2021",2719,"752",2000
"3608-2067-4342-1244","Dec/2022",2579,"069",1600
"3608-2800-5745-1960","Aug/2023",5876,"636",1700
"3608-2588-5884-1614","Jan/2023",5880,"469",1300
"3608-2588-5756-1274","Nov/2022",7567,"157",1600
"3608-1333-4354-1935","Jan/2025",7772,"626",1800
"3608-2507-4158-1189","Aug/2018",5391,"307",1500
"3608-1782-4856-1024","Oct/2018",4013,"591",1200
"3608-1721-4711-1014","Jul/2019",7544,"542",1900
"3608-2800-5750-1718","Nov/2018",2505,"586",1000
"3608-2067-4711-1399","Dec/2019",7479,"004",2000
"3608-1395-5394-1306","Sep/2020",5199,"232",1700
"3608-2968-5638-1589","Nov/2021",6763,"357",1900
"3608-1721-5394-1188","Feb/2019",4311,"586",1600
"3608-1682-5407-1744","Aug/2024",4274,"674",1200
"3608-2751-5459-1181","Dec/2021",5180,"570",1900
"3608-2751-5884-1686","Jan/2021",2055,"174",1300
"3608-2800-4394-1440","Jun/2020",7585,"703",1000
"3608-1395-5132-1244","Feb/2022",5391,"335",1100
"3608-1333-4445-1821","Oct/2018",3886,"879",1500
"3608-2968-5030-1381","Dec/2024",2046,"962",1800
"3608-1721-5489-1355","Mar/2020",7358,"075",1100
"3608-1682-4318-1322","Jul/2023",5722,"530",1400
"3608-1682-5030-1537","Aug/2021",4859,"910",1800
"3608-1395-4158-1054","Sep/2018",5530,"639",1500
"3608-2588-4264-1935","Dec/2021",6409,"191",1900
"3608-2800-5333-1182","Aug/2022",4777,"053",1800
"3608-1395-4236-1053","Jan/2018",4446,"523",1300
"3608-2800-5333-1761","Dec/2020",7321,"173",1100
"3608-1395-4523-1597","Aug/2019",6839,"503",1800
"3608-2596-4344-1185","Jan/2018",6400,"599",1200
"3608-1395-5407-1157","Jun/2024",3636,"211",1100
"3608-1192-5132-1613","Sep/2020",5788,"090",1100
"3608-1333-4458-1394","Nov/2018",7070,"805",1500
"3608-2968-5890-1244","Jan/2021",2902,"889",1700
"3608-2181-4038-1475","May/2020",4349,"280",1900
"3608-1721-4318-1617","May/2025",3300,"343",1000
"3608-2507-5489-1705","Feb/2024",2554,"865",1500
"3608-2800-4951-1603","Apr/2025",1965,"996",1500
"3608-2968-5756-1278","Oct/2025",6140,"456",1400
"3608-2751-4657-1194","Jan/2023",6629,"836",1100
"3608-2800-5470-1617","May/2023",4161,"608",1400
"3608-2588-5890-1976","May/2021",5586,"299",1500
"3608-1192-5983-1537","Apr/2025",6063,"359",1000
"3608-1395-4951-1278","Sep/2018",4599,"173",1800
"3608-1395-5030-1428","Mar/2025",3778,"871",1700
"3608-1721-4458-1217","Dec/2021",3063,"857",1900
"3608-2588-5458-1009","May/2025",2109,"342",1700
"3608-2968-5696-1983","Sep/2024",4031,"202",1300
"3608-2507-4354-1198","Aug/2021",4045,"122",1400
"3608-1782-5038-1121","Oct/2018",4895,"090",2000
"3608-2588-5407-1474","Jul/2024",7901,"783",1900
"3608-1333-5030-1055","Dec/2020",5930,"372",1900
"3608-1721-5634-1583","Mar/2020",3496,"258",1700
"3608-2800-4657-1705","Sep/2022",4329,"252",1600
"3608-1782-4458-1214","Mar/2024",2746,"642",1000
"3608-1395-5015-1052","Sep/2022",2665,"801",1500
"3608-1192-4711-1381","Jul/2022",5281,"226",1600
"3608-2751-4329-1821","Jun/2022",7857,"082",1700
"3608-2181-5030-1795","Jul/2022",7837,"370",1300
"3608-1192-5551-1056","Apr/2019",6906,"563",1900
"3608-1721-5015-1001","Sep/2019",6854,"568",1800
"3608-1395-4711-1613","Jun/2018",2940,"183",1400
"3608-2588-4342-1900","Feb/2020",7198,"202",1800
"3608-2588-4354-1474","Apr/2024",2793,"603",1500
"3608-1782-5551-1300","Jun/2022",3081,"634",1600
"3608-2596-4458-1593","Jan/2020",7940,"008",1600
"3608-2588-4711-1109","Nov/2024",2647,"168",1600
"3608-1333-5407-1024","Feb/2024",7612,"635",1700
"3608-2751-5038-1931","Apr/2022",4021,"681",1700
"3608-2067-4383-1435","Jan/2022",7841,"915",2000
"3608-1333-5458-1255","Dec/2018",4242,"985",1100
"3608-2067-5756-1300","Jul/2020",3800,"148",1800
"3608-1782-5030-1054","Aug/2018",6091,"849",1800
