"ccn","validthru","key","pin","quota"
"3608-1782-4288-1140","Apr/2018",3301,"955",1600
"3608-1395-5632-1613","Jul/2024",6707,"647",1500
"3608-1192-5988-1673","Jun/2021",7047,"243",1300
"3608-1192-5983-1351","Aug/2022",4526,"950",1200
"3608-1682-4288-1300","Jan/2021",6926,"875",1400
"3608-1782-4005-1300","Jul/2025",5182,"870",1000
"3608-2507-5890-1188","Feb/2018",6800,"352",2000
"3608-1192-4994-1761","Mar/2020",5423,"957",1600
"3608-1333-4711-1613","Dec/2023",2331,"659",1400
"3608-2800-5691-1572","Apr/2021",6835,"980",1900
"3608-2067-4160-1682","Oct/2023",7099,"976",1500
"3608-2067-5634-1190","Jun/2022",7818,"655",1900
"3608-2968-4523-1189","Nov/2024",5659,"852",1100
"3608-2588-5884-1593","Jun/2019",7484,"661",1600
"3608-2800-5459-1804","Oct/2020",7453,"553",1000
"3608-1682-5459-1037","Feb/2019",7544,"131",1700
"3608-1782-5470-1217","Jul/2024",4325,"244",1000
"3608-2067-5030-1130","May/2023",5509,"428",1900
"3608-2588-4394-1623","Jul/2020",4179,"768",1900
"3608-1721-4264-1968","Jan/2023",5462,"421",2000
"3608-1333-4657-1844","May/2023",2809,"800",1100
"3608-1333-4354-1306","Oct/2025",5874,"184",1600
"3608-2067-5983-1121","Feb/2018",4547,"925",1400
"3608-1682-4344-1613","Mar/2023",3263,"491",1000
"3608-1721-5489-1361","Sep/2021",3460,"363",1600
"3608-1721-4668-1623","Sep/2025",2888,"794",1100
"3608-1782-4523-1278","Mar/2025",5673,"256",1700
"3608-2181-5030-1024","Sep/2021",4590,"137",2000
"3608-1682-4354-1292","Apr/2023",5902,"341",1400
"3608-1682-4383-1593","Apr/2019",4267,"392",1500
"3608-1721-4344-1214","Jul/2022",7580,"179",1900
"3608-1192-4344-1054","Nov/2023",2492,"541",2000
"3608-2751-5988-1163","Jun/2021",4131,"350",1500
"3608-1192-4329-1476","Dec/2020",6897,"802",1200
"3608-1192-4236-1673","Aug/2025",3476,"475",2000
"3608-2800-4856-1537","Sep/2024",5889,"335",1700
"3608-2800-5638-1024","Jan/2024",3591,"110",1300
"3608-1682-4657-1052","Jun/2023",7568,"643",1900
"3608-2596-4038-1322","Dec/2021",3104,"952",1200
"3608-1395-5030-1935","Feb/2018",8034,"750",1700
"3608-1782-5766-1476","Sep/2023",7674,"957",1900
"3608-1682-5745-1190","May/2020",3940,"312",1900
"3608-1395-4711-1181","Dec/2022",4708,"981",1700
"3608-1192-5459-1121","Feb/2022",3154,"879",1600
"3608-2588-4394-1613","Nov/2025",4758,"300",1300
"3608-1333-4445-1518","Dec/2023",5174,"326",1700
"3608-1782-5638-1968","Apr/2022",6214,"279",1600
"3608-1782-4711-1589","May/2025",3904,"886",1300
"3608-1682-4856-1839","Apr/2024",2936,"712",1200
"3608-2596-5884-1856","Oct/2021",2497,"671",2000
"3608-2067-5038-1856","Nov/2019",6355,"032",1500
"3608-1395-4038-1637","Aug/2023",5513,"077",2000
"3608-1395-5459-1394","Dec/2025",6979,"179",2000
"3608-2507-5745-1761","Jul/2023",7069,"626",1100
"3608-1192-5983-1613","Apr/2024",4763,"660",1800
"3608-2800-5632-1052","Aug/2024",3658,"756",1800
"3608-2968-5696-1980","May/2023",3310,"433",1000
"3608-1395-5459-1055","Jun/2022",6755,"519",1400
"3608-2596-5470-1009","Dec/2024",2145,"116",2000
"3608-1395-5459-1182","May/2020",6462,"939",1200
"3608-1395-5394-1009","Apr/2021",5854,"046",1000
"3608-1682-4344-1915","Jul/2019",3521,"313",1500
"3608-2751-5766-1686","Jun/2025",4365,"346",1300
"3608-2596-4342-1837","Aug/2022",7555,"735",1100
"3608-2067-5634-1839","Oct/2023",4233,"781",1800
"3608-2181-5724-1623","Oct/2021",1982,"734",1500
"3608-1395-5634-1596","Apr/2018",7470,"853",1300
"3608-2067-4038-1220","Oct/2023",8022,"643",1400
"3608-2800-5489-1915","Apr/2022",3853,"731",2000
"3608-2596-5458-1804","Aug/2020",7284,"922",1400
"3608-2067-4994-1182","Dec/2023",3057,"801",1500
"3608-1333-5132-1856","Sep/2024",5307,"764",1300
"3608-1333-4523-1794","Apr/2022",4329,"398",1400
"3608-1395-4657-1121","Feb/2019",6476,"408",1800
"3608-1333-5489-1916","Apr/2021",6638,"236",1000
"3608-2596-5470-1394","Dec/2024",4803,"047",1300
"3608-1721-4318-1265","Feb/2019",4773,"093",1900
"3608-2800-5696-1428","Aug/2024",7979,"424",1900
"3608-2596-5470-1381","Oct/2023",3354,"312",1100
"3608-1721-4580-1032","Nov/2018",7516,"966",1000
"3608-2596-4264-1274","Jan/2019",2518,"778",1000
"3608-2181-5634-1245","Jun/2024",2430,"404",1500
"3608-1333-4264-1216","Feb/2022",5969,"209",1700
"3608-2181-5038-1844","Dec/2019",7094,"676",1600
"3608-1682-4329-1999","Aug/2022",3399,"519",2000
"3608-1333-5766-1682","Aug/2020",4331,"117",1100
"3608-2968-4318-1623","Jan/2022",5460,"836",1300
"3608-2067-4580-1056","Jun/2023",7754,"329",1200
"3608-1192-5696-1094","Jan/2025",5083,"627",1800
"3608-1333-5333-1121","Jul/2018",6220,"505",1500
"3608-1192-4354-1407","Jul/2019",4184,"700",2000
"3608-2800-5724-1717","Oct/2025",5253,"241",1400
"3608-2968-4711-1216","Feb/2022",7627,"478",1900
"3608-1395-5884-1900","Aug/2018",4996,"366",1500
"3608-2968-5745-1344","Aug/2020",2888,"375",1400
"3608-1782-4354-1181","Nov/2019",2876,"094",1000
"3608-2800-5489-1024","Sep/2024",7168,"484",1600
"3608-1192-5407-1589","Jul/2020",5465,"507",1700
"3608-2067-5696-1056","Feb/2022",3443,"553",1700
"3608-1395-4342-1465","Sep/2022",3978,"137",1800
"3608-1333-4160-1322","Jan/2019",6977,"829",1600
"3608-2968-5766-1306","Feb/2023",2948,"083",1900
"3608-1782-5756-1465","Jul/2022",5425,"012",1900
"3608-1782-4856-1194","Jan/2019",5094,"786",1800
"3608-1682-5459-1856","Jan/2025",3358,"584",2000
"3608-2507-5038-1054","Apr/2021",5546,"083",2000
"3608-2596-5890-1217","Aug/2025",2506,"876",1800
"3608-2800-5333-1838","May/2023",4634,"518",1400
"3608-1192-5489-1596","Feb/2022",7965,"487",1500
"3608-2181-5983-1001","Jun/2023",5751,"616",1300
"3608-2800-5724-1355","Feb/2025",4948,"440",1700
"3608-2751-4354-1931","Aug/2022",5352,"627",1000
"3608-2507-4038-1394","Jul/2022",2334,"060",1900
"3608-2181-5632-1217","Feb/2018",5736,"625",1500
"3608-2067-5038-1009","Apr/2019",7805,"735",1100
"3608-2968-4445-1215","Sep/2019",2860,"389",1200
"3608-1721-4580-1572","May/2020",4709,"125",1200
"3608-1682-5638-1603","Nov/2022",4774,"878",1700
"3608-1333-5459-1631","Feb/2021",6740,"810",1300
"3608-2800-5634-1322","Dec/2024",3934,"045",1300
"3608-2596-5766-1244","Jun/2023",5897,"772",1200
"3608-1192-4394-1198","Feb/2023",6876,"245",1500
"3608-1395-4342-1220","Jun/2020",7960,"017",1000
"3608-2181-5015-1804","Dec/2025",7805,"326",1600
"3608-2751-4354-1537","Sep/2021",2630,"762",1000
"3608-1682-4354-1936","Feb/2021",2981,"519",1400
"3608-2751-5638-1255","Jul/2020",4605,"775",1900
"3608-1333-4394-1121","Aug/2022",5189,"487",1700
"3608-2800-5724-1838","May/2024",3991,"811",1000
"3608-1192-4445-1821","Jun/2025",5354,"789",1200
"3608-1782-4657-1705","Dec/2023",6708,"527",1400
"3608-1782-4038-1140","Dec/2025",7469,"356",1600
"3608-2968-5470-1194","Mar/2024",5704,"198",1800
"3608-2588-4994-1931","Oct/2024",2893,"230",1100
"3608-1682-5890-1518","Apr/2022",3607,"403",1500
"3608-1333-4344-1475","Jul/2025",2189,"579",1200
"3608-2751-5791-1274","Mar/2018",7586,"937",1000
"3608-2751-4264-1960","Apr/2020",3226,"264",1600
"3608-2968-5196-1844","Sep/2022",3452,"847",1700
"3608-2507-5634-1361","Sep/2023",2382,"940",1800
"3608-2596-4318-1265","Feb/2022",4406,"959",1100
"3608-1682-5638-1980","May/2020",2924,"759",1500
"3608-2181-5015-1613","Feb/2021",5285,"639",1500
"3608-2181-4038-1686","Feb/2021",3595,"629",1800
"3608-2968-5983-1442","Apr/2019",7943,"013",1400
"3608-2751-5196-1821","Apr/2025",2875,"057",1900
"3608-2588-5745-1442","Jan/2019",6812,"162",1500
"3608-1192-5890-1032","May/2025",6987,"856",1500
"3608-1682-4329-1597","Oct/2018",5621,"409",1400
"3608-2968-4657-1442","Nov/2023",5881,"179",1100
"3608-2968-5756-1032","Mar/2020",7042,"356",1700
"3608-2968-5634-1794","Dec/2019",4361,"118",1800
"3608-2067-4523-1129","Jan/2025",6909,"325",1800
"3608-2181-4994-1355","Oct/2025",7133,"464",1900
"3608-2751-5152-1597","May/2020",6734,"872",1500
"3608-1782-5470-1055","Jun/2023",5500,"353",1800
"3608-1721-5988-1216","Oct/2022",6508,"141",2000
"3608-2067-4458-1999","Jun/2020",3068,"835",1400
"3608-2968-4580-1968","Feb/2025",6787,"856",1500
"3608-1782-5132-1306","Apr/2020",5416,"925",1100
"3608-2968-4236-1465","Jan/2020",4062,"824",1300
"3608-1395-4711-1355","Jun/2022",6838,"947",1200
"3608-2067-5766-1686","Mar/2025",6199,"304",1800
"3608-2067-5766-1999","Dec/2021",4747,"220",1500
"3608-2507-5459-1024","Nov/2024",4366,"997",1200
"3608-2181-5890-1163","Nov/2021",7292,"627",1200
"3608-2588-4342-1244","Jul/2021",4763,"558",1600
"3608-1192-4329-1705","Mar/2021",6279,"678",2000
"3608-2507-5988-1572","Jan/2019",7845,"681",1400
"3608-1782-5196-1055","Jan/2025",3188,"195",1900
"3608-1395-5634-1024","Oct/2020",5446,"128",1800
"3608-2181-4445-1054","Aug/2020",3218,"866",1600
"3608-1192-5634-1194","Oct/2018",6206,"026",1500
"3608-1721-5196-1009","Sep/2024",2245,"202",1100
"3608-1782-5724-1668","Dec/2025",6096,"315",2000
"3608-2968-4329-1668","Nov/2022",4875,"225",1100
"3608-2507-5030-1518","Oct/2021",6224,"492",1900
"3608-2968-5489-1274","Jul/2025",2085,"051",2000
"3608-2507-5791-1596","Aug/2022",3701,"723",1600
"3608-1395-5458-1278","May/2024",2074,"104",1600
"3608-2800-4318-1705","Oct/2022",4037,"761",1200
"3608-1721-5745-1916","Jul/2018",7196,"828",1400
"3608-2800-4005-1214","Feb/2022",3669,"587",1800
"3608-1782-5459-1001","Jan/2025",2070,"424",2000
"3608-1782-5470-1140","Oct/2019",2124,"992",1400
"3608-1192-4354-1837","Nov/2025",4939,"369",1700
"3608-2800-5458-1163","Aug/2020",3757,"776",1900
"3608-2507-5696-1322","May/2024",3134,"177",2000
"3608-2181-4160-1686","Sep/2018",6178,"396",1400
"3608-2067-5459-1428","Feb/2024",3085,"864",2000
"3608-2751-4951-1322","May/2020",7014,"576",1300
"3608-2596-4038-1999","Mar/2023",6264,"840",1000
"3608-2751-4329-1068","Jun/2024",6209,"436",1900
"3608-2507-4329-1856","Aug/2024",3490,"697",1300
"3608-2596-5030-1301","Oct/2022",7746,"613",1600
"3608-2588-5756-1381","Nov/2021",7585,"177",2000
"3608-1782-4394-1024","Dec/2018",5596,"951",1000
"3608-2751-5750-1465","Apr/2024",7157,"425",1500
"3608-2181-5333-1094","Nov/2018",4817,"939",1000
"3608-1721-4318-1361","Jul/2023",6873,"864",1700
"3608-1682-4160-1637","Jun/2023",6139,"348",2000
"3608-2968-5458-1214","Oct/2024",7344,"538",1900
"3608-1192-5638-1381","Apr/2024",3896,"497",1200
"3608-1721-4160-1032","Jul/2018",3324,"279",2000
"3608-2968-4342-1705","Jun/2024",2200,"141",1900
"3608-2507-4951-1593","Jul/2020",5217,"243",1700
"3608-1782-4329-1705","Mar/2023",5163,"509",1300
"3608-2751-4158-1915","Apr/2023",2876,"168",1500
"3608-1682-4394-1916","Jun/2023",2518,"412",1600
"3608-1721-5791-1537","Apr/2022",7181,"636",1000
"3608-1192-4445-1265","Jul/2020",4576,"092",1900
"3608-2181-4038-1428","Aug/2019",5795,"862",1000
"3608-1333-5489-1181","Nov/2022",5457,"179",1300
"3608-2181-4657-1572","Jun/2021",7127,"645",1100
"3608-2800-5394-1968","Jul/2025",2452,"410",1600
"3608-1192-4354-1794","Nov/2023",2755,"662",1700
"3608-2968-5988-1960","May/2018",6923,"536",1700
"3608-2588-4005-1322","Feb/2022",7351,"788",1100
"3608-2588-4329-1377","Apr/2025",2472,"264",1900
"3608-2588-4668-1140","Oct/2021",7518,"540",1900
"3608-2968-5394-1629","Jan/2021",7230,"520",1800
"3608-2507-4236-1646","Dec/2021",5953,"289",1000
"3608-2507-5691-1140","Jul/2020",2574,"925",1300
"3608-1192-5407-1631","Nov/2019",3190,"919",1900
"3608-1192-5766-1629","Sep/2023",3829,"194",1300
"3608-2968-5030-1157","Nov/2021",4826,"646",1500
"3608-2800-4394-1134","Sep/2022",4130,"052",1200
"3608-1721-5196-1761","May/2025",2723,"919",1200
"3608-1395-5030-1190","Jul/2025",1961,"140",1300
"3608-1395-5884-1999","Oct/2019",6150,"282",1800
"3608-2800-4236-1163","Aug/2023",7404,"763",1100
"3608-2507-5394-1428","Feb/2025",5674,"624",1200
"3608-2751-5015-1322","Oct/2021",5488,"036",2000
"3608-1192-5152-1476","Apr/2022",3289,"996",1500
"3608-1782-5724-1032","Sep/2024",7631,"734",1600
"3608-2596-4994-1217","Apr/2020",6809,"309",1700
"3608-1782-5766-1188","Feb/2020",7442,"590",1100
"3608-2968-5458-1497","Jan/2022",3712,"099",1400
"3608-1782-5756-1839","May/2019",5590,"117",1800
"3608-2181-5038-1217","Oct/2025",3140,"598",1700
"3608-2800-4951-1794","Jan/2024",2186,"313",1800
"3608-2968-5038-1668","Jan/2024",4657,"204",2000
"3608-2507-5394-1094","Jul/2024",2635,"941",1400
"3608-2968-5890-1055","Feb/2019",5535,"922",1200
"3608-2968-5470-1217","May/2022",4082,"639",1800
"3608-1333-5038-1668","Feb/2020",5803,"541",1700
"3608-1682-4523-1617","Aug/2023",2106,"237",1800
"3608-2067-5551-1194","Oct/2020",2005,"976",1900
"3608-2067-5551-1629","Jul/2023",3592,"086",1400
"3608-2067-4236-1442","Apr/2025",7050,"640",1300
"3608-2588-4318-1476","Jan/2022",7317,"441",1000
"3608-1721-4329-1916","Feb/2018",3439,"262",1600
"3608-2067-5196-1682","Feb/2021",6012,"321",1800
"3608-1395-5333-1551","Mar/2019",7895,"125",1600
"3608-2181-5750-1377","Feb/2024",6678,"355",1800
"3608-1333-5470-1673","Aug/2025",7664,"014",1300
"3608-2067-5470-1181","Jul/2025",5604,"066",1400
"3608-1395-4383-1428","Apr/2023",2809,"499",1800
"3608-1682-4160-1052","May/2019",3451,"871",1600
"3608-2751-4951-1839","Apr/2018",6625,"983",1100
"3608-1395-5750-1572","Aug/2021",1996,"929",1900
"3608-1192-5750-1497","Aug/2020",4269,"491",1400
"3608-2181-4038-1440","Sep/2023",7882,"721",1400
"3608-1395-5691-1465","Jun/2021",2220,"672",1700
"3608-2968-5983-1844","Mar/2021",3004,"292",1900
"3608-2968-4445-1428","Nov/2019",3790,"321",1400
"3608-2588-5030-1292","Oct/2021",6524,"989",2000
"3608-2181-4580-1558","Feb/2024",4570,"913",1400
"3608-1782-5030-1157","May/2018",4663,"582",1400
"3608-2968-5634-1064","Nov/2021",6842,"080",1600
"3608-2751-4580-1623","Dec/2018",4371,"418",1000
"3608-1721-5333-1163","Nov/2019",2600,"767",1100
"3608-1333-5750-1718","May/2019",6907,"472",1600
"3608-2588-5459-1037","Dec/2022",4892,"331",1200
"3608-1333-5884-1182","Apr/2018",2103,"767",1300
"3608-2751-5983-1637","May/2019",6003,"620",1200
"3608-1682-5551-1292","Feb/2019",4140,"236",2000
"3608-2067-5132-1001","May/2024",2759,"856",1000
"3608-1782-4445-1009","Oct/2019",4077,"754",1800
"3608-2588-4288-1128","Sep/2020",3570,"138",1400
"3608-1682-4354-1837","Oct/2021",6309,"445",1400
"3608-1782-5766-1744","Mar/2021",7847,"218",1600
"3608-1192-4657-1693","Apr/2025",5449,"781",1800
"3608-2507-5551-1794","Mar/2024",6013,"880",1400
"3608-2067-4711-1217","Feb/2018",4743,"517",1400
"3608-1395-4445-1589","May/2020",4198,"135",1400
"3608-2800-5030-1300","Jun/2025",3794,"163",1500
"3608-2800-5458-1344","Jan/2023",5388,"936",1800
"3608-1682-5632-1795","Jan/2024",7664,"413",1100
"3608-2596-4264-1140","Mar/2021",2873,"448",1800
"3608-2968-4005-1064","Jan/2023",2603,"744",1900
"3608-2968-4657-1744","Oct/2018",6899,"139",1400
"3608-2588-4668-1693","Jun/2022",5402,"391",1600
"3608-2968-5691-1217","Sep/2021",7184,"812",2000
"3608-2588-4458-1976","Nov/2019",5695,"348",1800
"3608-1333-5015-1705","Jun/2022",4232,"142",1300
"3608-2067-4005-1185","Apr/2023",2915,"888",1600
"3608-2507-5407-1718","Mar/2021",4366,"554",1500
"3608-2067-4342-1551","May/2018",3928,"096",2000
"3608-2968-5132-1355","Jul/2018",2959,"577",1000
"3608-2751-5696-1220","Apr/2024",6515,"061",2000
"3608-2596-4158-1344","Oct/2019",7523,"878",1700
"3608-2588-5691-1673","Jan/2025",4752,"423",1300
"3608-1721-5988-1054","Jul/2022",2839,"571",1400
"3608-1192-4445-1344","Nov/2018",7144,"050",1900
"3608-1192-4236-1194","May/2023",7757,"572",1700
"3608-2067-4288-1094","Sep/2022",3895,"826",1300
"3608-2067-5983-1055","Mar/2023",3376,"295",1700
"3608-1721-5696-1355","Jul/2024",3030,"648",1500
"3608-1333-5634-1055","Oct/2025",5231,"316",1200
"3608-1721-5988-1572","May/2022",2949,"856",1200
"3608-2968-5632-1795","Nov/2019",4835,"100",1500
"3608-1782-5333-1844","Feb/2022",2514,"032",1700
"3608-2507-4994-1014","Jan/2023",2724,"195",1000
"3608-2507-5333-1613","Jun/2025",6895,"557",1000
"3608-2968-5691-1245","May/2025",6324,"084",1800
"3608-1682-5152-1038","Jan/2025",4481,"512",1500
"3608-1721-5696-1185","Nov/2025",2821,"678",1400
"3608-1333-5696-1589","Nov/2021",7053,"005",1600
"3608-2067-4236-1244","Sep/2022",2315,"376",1300
"3608-2507-5407-1476","Sep/2025",2860,"826",1000
"3608-2596-5983-1844","Apr/2019",6881,"463",1600
"3608-2800-4038-1198","Sep/2022",7173,"113",1300
"3608-1192-4580-1220","Apr/2023",6342,"850",1400
"3608-1782-5489-1255","Feb/2022",3295,"360",1500
"3608-1682-4342-1856","Sep/2019",7986,"677",1900
"3608-1721-5696-1617","Jun/2023",2180,"976",1700
"3608-2067-4354-1551","Jun/2020",7717,"027",1700
"3608-2507-5459-1188","Sep/2020",3460,"663",1600
"3608-2067-5634-1157","Mar/2020",3099,"937",1600
"3608-1192-4668-1068","Nov/2023",4660,"132",1100
"3608-1721-5407-1761","Feb/2025",2645,"580",1700
"3608-2751-4288-1130","Oct/2025",7376,"734",1400
"3608-1682-5791-1844","Feb/2018",6984,"752",1800
"3608-1395-4344-1693","Nov/2020",3398,"971",1700
"3608-2968-5638-1935","Nov/2020",5283,"635",1700
"3608-1333-5333-1301","Dec/2023",7439,"836",1200
"3608-1395-4711-1435","Jun/2020",2512,"402",1200
"3608-1192-5015-1828","Mar/2018",6719,"865",1500
"3608-1782-5030-1306","May/2023",5282,"093",1600
"3608-2800-4318-1053","Mar/2024",3268,"928",1200
"3608-2588-5890-1465","Dec/2019",2985,"785",1200
"3608-2067-4160-1278","Jul/2024",3048,"439",1000
"3608-2588-4329-1344","Apr/2025",8049,"388",1200
"3608-1333-4856-1064","Dec/2023",2468,"995",1800
"3608-1782-4264-1244","Dec/2024",3189,"150",1500
"3608-1782-5988-1617","Feb/2022",2725,"770",1400
"3608-1721-5394-1465","Apr/2021",7308,"053",1800
"3608-2800-5132-1583","Jun/2018",6180,"081",1400
"3608-1721-5030-1558","Dec/2024",2717,"140",1500
"3608-1395-5038-1474","Apr/2023",2791,"186",1400
"3608-2751-5634-1442","Aug/2024",7415,"748",1100
"3608-2596-4445-1744","Dec/2023",2439,"208",1500
"3608-1333-5152-1052","May/2024",4945,"317",1900
"3608-1682-4445-1999","Sep/2025",6117,"563",1800
"3608-1333-5030-1693","Aug/2018",2937,"765",1900
"3608-2968-4342-1399","Sep/2022",3519,"303",1200
"3608-1192-4264-1794","Apr/2022",2042,"751",1300
"3608-2181-4668-1744","Nov/2020",2177,"477",2000
"3608-2067-5634-1351","Jan/2019",4054,"654",1800
"3608-1395-5884-1744","Dec/2019",5740,"697",1300
"3608-1721-4236-1589","Mar/2019",7111,"826",1700
"3608-2800-4394-1686","Apr/2022",6422,"778",1200
"3608-1782-5890-1761","Jun/2020",2208,"822",1400
"3608-2067-5791-1157","Mar/2021",4869,"834",1400
"3608-2507-5724-1407","Jan/2024",6664,"963",1200
"3608-1395-5333-1109","Jul/2022",7920,"787",1000
"3608-1782-5745-1761","Feb/2020",7742,"673",1700
"3608-2751-5196-1038","May/2023",7313,"120",1600
"3608-1682-5015-1518","Jan/2021",5941,"220",1300
"3608-2751-4445-1705","Sep/2024",2752,"351",1100
"3608-2968-5691-1518","Oct/2023",7001,"739",1700
"3608-2507-5884-1572","Aug/2021",6293,"073",1000
"3608-2596-5196-1355","Dec/2018",7950,"990",1800
"3608-2968-5791-1603","Jun/2023",1981,"838",1100
"3608-1395-5884-1094","Nov/2024",4572,"192",1600
"3608-2181-5459-1244","Jan/2022",6316,"474",1900
"3608-1333-4856-1157","Feb/2020",2986,"427",1100
"3608-2751-4951-1960","Feb/2024",2315,"788",1700
"3608-2067-5890-1518","Mar/2023",2595,"327",1900
"3608-2507-4445-1646","Feb/2024",3651,"294",1300
"3608-1395-4458-1216","Dec/2021",3553,"178",1000
"3608-1192-4711-1892","Sep/2020",3883,"742",1300
"3608-2507-5696-1631","Aug/2019",3541,"461",1300
"3608-1395-4344-1551","Jan/2018",3425,"801",1100
"3608-2181-5132-1361","Jul/2025",3586,"396",1400
"3608-2507-5988-1603","Aug/2021",7651,"886",1600
"3608-2800-5890-1377","Feb/2025",7164,"216",1500
"3608-1395-4342-1983","Jul/2023",6325,"337",1400
"3608-2751-5459-1968","Apr/2021",5345,"585",1000
"3608-2751-4158-1838","Sep/2021",3214,"233",1200
"3608-2181-5030-1052","Jan/2022",6816,"081",1100
"3608-1395-5696-1278","Jan/2019",4676,"577",1300
"3608-1395-4445-1804","Oct/2023",4953,"093",1500
"3608-1721-4394-1572","Jul/2018",3725,"818",1200
"3608-1192-5745-1190","May/2025",7089,"536",1500
"3608-1782-5638-1052","Feb/2022",5004,"824",1200
"3608-2596-4580-1255","Aug/2018",3338,"760",1300
"3608-2800-5015-1038","Feb/2025",5791,"961",1700
"3608-2968-4160-1056","Apr/2025",6703,"374",1100
"3608-2596-4236-1935","Nov/2020",5953,"197",1700
"3608-2596-4394-1476","Jul/2024",4074,"708",2000
"3608-1395-4264-1839","Sep/2023",4648,"876",1500
"3608-2596-4523-1435","Nov/2023",6333,"099",1300
"3608-1192-5489-1646","Jan/2024",6519,"701",1600
"3608-2507-5489-1900","May/2020",6531,"129",1500
"3608-1333-4329-1637","May/2019",6073,"168",1900
"3608-2968-5196-1182","Mar/2022",3631,"761",2000
"3608-2596-5152-1465","Nov/2024",3626,"108",1200
"3608-2968-5015-1717","Dec/2018",5759,"552",2000
"3608-2800-5696-1157","Feb/2024",3811,"097",1100
"3608-1192-4288-1355","Apr/2023",6627,"040",1100
"3608-2596-5691-1828","Nov/2021",4935,"406",1500
"3608-2181-5196-1686","Sep/2018",3318,"843",1900
"3608-2596-4458-1935","Nov/2024",6593,"376",1800
"3608-2800-4951-1322","Apr/2023",4769,"365",1100
"3608-2181-4657-1217","Dec/2018",4540,"168",1700
"3608-1333-5983-1399","Jul/2023",2778,"518",1400
"3608-2800-5132-1024","Jan/2018",3871,"676",1200
"3608-2596-5196-1214","Dec/2024",7140,"628",1200
"3608-2067-4344-1054","Dec/2020",3375,"111",1700
"3608-2507-5030-1497","Feb/2018",7134,"024",1000
"3608-2067-5489-1054","Nov/2023",4489,"251",1300
"3608-2181-5766-1558","Dec/2025",3617,"448",1200
"3608-2588-4951-1037","Dec/2019",5608,"805",1300
"3608-1721-4951-1593","Aug/2020",3290,"137",1200
"3608-2181-5015-1844","Mar/2018",6125,"470",1000
"3608-2596-5132-1274","Jan/2018",2587,"469",1000
"3608-2588-5634-1745","Jul/2024",6082,"696",1600
"3608-1682-5884-1244","Mar/2020",3846,"605",1400
"3608-2800-5634-1442","Oct/2019",6351,"175",1800
"3608-1682-4160-1718","Dec/2023",5986,"094",1600
"3608-2507-4344-1717","Mar/2018",7258,"170",1700
"3608-2800-4342-1744","Jul/2020",6736,"456",1600
"3608-1721-4951-1435","Apr/2021",3121,"115",1700
"3608-1333-4288-1214","Sep/2025",4490,"132",1600
"3608-2596-5696-1900","Dec/2020",2220,"456",1100
"3608-2181-5750-1157","Sep/2018",7098,"554",1700
"3608-2751-5038-1980","Oct/2025",4226,"880",2000
"3608-2588-4458-1745","Sep/2021",6585,"413",1800
