"ccn","validthru","key","pin","quota"
"3608-1333-4158-1140","Aug/2021",5638,"458",1100
"3608-2507-4580-1001","Dec/2022",4682,"733",1900
"3608-2800-5333-1828","Nov/2025",8010,"101",1100
"3608-1782-5196-1428","Oct/2021",7772,"184",1100
"3608-2751-5890-1278","Mar/2019",3613,"157",2000
"3608-1782-4264-1157","Dec/2024",7736,"587",1700
"3608-2751-4158-1795","Dec/2019",5147,"720",1500
"3608-1721-4342-1931","Apr/2023",3187,"562",1600
"3608-1395-5745-1828","Apr/2021",4141,"656",2000
"3608-2968-4711-1596","Jul/2019",2332,"048",1400
"3608-1682-5983-1551","Aug/2020",3673,"851",1800
"3608-2596-4354-1351","Sep/2023",2859,"026",1200
"3608-2588-4329-1572","Oct/2025",4688,"450",1000
"3608-2588-5551-1717","Apr/2018",7596,"418",1100
"3608-2067-4329-1892","Feb/2024",2274,"719",1100
"3608-2800-4580-1744","Oct/2019",4396,"526",1000
"3608-2596-5132-1399","Oct/2019",7794,"393",1300
"3608-1192-5890-1064","Sep/2024",7245,"667",1700
"3608-2507-4711-1278","Feb/2022",5473,"523",1100
"3608-2181-5745-1054","Jun/2018",5631,"657",1100
"3608-1782-4038-1407","Jun/2020",2125,"819",1600
"3608-2751-4329-1128","Jan/2020",6901,"299",1100
"3608-1721-4668-1931","Jan/2019",2848,"989",1300
"3608-2968-5407-1646","Nov/2018",3418,"053",1300
"3608-2800-4354-1999","Mar/2019",4214,"743",1800
"3608-2800-5691-1637","Apr/2023",3323,"554",1700
"3608-1682-4236-1140","Feb/2021",3496,"308",2000
"3608-1192-4668-1024","May/2020",6939,"380",1800
"3608-2181-5132-1220","Mar/2025",7330,"555",1500
"3608-2800-4951-1593","Nov/2019",5878,"824",1400
"3608-2067-4657-1129","May/2025",6789,"056",1200
"3608-1395-4344-1821","Feb/2021",4367,"143",1600
"3608-1395-5132-1794","May/2019",6125,"200",1700
"3608-2968-5691-1134","Jul/2023",2804,"127",1400
"3608-1333-5638-1717","Feb/2019",4888,"044",1500
"3608-2588-4657-1274","Dec/2023",5140,"363",1200
"3608-2181-5983-1189","Feb/2018",5297,"570",2000
"3608-2067-5489-1821","Aug/2022",2943,"605",1400
"3608-1782-5638-1668","Apr/2019",5654,"577",1400
"3608-1782-4856-1198","Mar/2019",7310,"366",1000
"3608-1682-5152-1623","Jun/2018",2791,"283",1300
"3608-2596-4160-1182","Jan/2022",3860,"051",1800
"3608-2067-4160-1614","Aug/2025",2182,"102",1100
"3608-1192-4383-1383","Nov/2024",2150,"754",1600
"3608-2181-4158-1056","Apr/2021",7125,"577",1300
"3608-1721-4994-1301","Dec/2020",6609,"374",1000
"3608-1782-4288-1322","Feb/2018",6252,"844",2000
"3608-2968-5196-1856","Mar/2021",7278,"537",2000
"3608-2181-5196-1428","Feb/2021",2255,"940",1400
"3608-2181-4344-1646","Apr/2025",4106,"854",1400
"3608-1333-4445-1837","Nov/2018",6876,"192",1400
"3608-2800-4668-1182","Dec/2020",3539,"639",2000
"3608-2968-5407-1637","Nov/2020",2948,"832",1000
"3608-2067-5750-1718","Apr/2018",7885,"994",1500
"3608-2067-5407-1064","Dec/2023",2547,"856",1300
"3608-2067-4668-1660","Apr/2021",3134,"620",1200
"3608-2751-4264-1198","Mar/2019",5559,"740",1900
"3608-2588-4160-1794","Jun/2021",7739,"147",1800
"3608-1395-4329-1301","Oct/2018",2513,"842",1100
"3608-2800-5766-1188","May/2022",4948,"012",1700
"3608-2968-5030-1838","Nov/2018",7349,"337",1500
"3608-1721-5407-1623","Feb/2023",4784,"945",1900
"3608-2507-5696-1265","Feb/2020",5926,"622",1800
"3608-1682-4668-1745","Oct/2020",5554,"666",1800
"3608-2800-4445-1344","Jun/2021",6253,"309",1900
"3608-1721-5750-1306","Aug/2019",3982,"410",1400
"3608-2800-5470-1188","May/2020",4015,"413",1600
"3608-2067-5030-1399","Aug/2024",1963,"258",2000
"3608-2588-4354-1915","Jul/2021",5230,"204",1900
"3608-2507-4668-1014","Jan/2018",3581,"850",1900
"3608-2800-4160-1109","Dec/2021",2541,"097",1900
"3608-1395-5890-1976","May/2024",6777,"928",1400
"3608-1192-5988-1475","Jun/2024",2878,"399",1400
"3608-1395-5791-1351","Jul/2018",4280,"342",1200
"3608-2067-5766-1916","Nov/2021",3204,"732",1700
"3608-1782-4458-1597","Mar/2018",2258,"940",1800
"3608-2507-4668-1795","May/2025",5624,"457",1500
"3608-2968-5551-1215","Jul/2021",4625,"698",1500
"3608-1333-4354-1301","Sep/2018",5845,"621",1300
"3608-1395-5152-1157","Oct/2024",4302,"596",1700
"3608-1395-5394-1300","Mar/2021",4171,"462",1500
"3608-1682-5638-1190","Aug/2024",3884,"874",2000
"3608-1192-4445-1999","Jan/2023",7584,"096",1800
"3608-2588-4856-1637","Nov/2021",6273,"281",1200
"3608-1682-5750-1623","Jun/2019",4891,"844",1900
"3608-2588-5470-1001","Aug/2019",4310,"483",1700
"3608-2181-5030-1055","Mar/2023",6589,"104",1300
"3608-2800-5632-1761","Jun/2023",5282,"890",1500
"3608-2507-4344-1442","Dec/2020",3543,"650",1100
"3608-2751-5489-1828","Apr/2020",6780,"773",1200
"3608-1682-5638-1265","Feb/2023",4182,"433",1700
"3608-1192-4994-1300","Oct/2023",4731,"171",1900
"3608-2181-5983-1109","Jan/2024",5865,"715",1800
"3608-2588-5756-1673","Jul/2018",6046,"890",1900
"3608-1333-4318-1189","May/2020",2819,"264",1600
"3608-1682-5691-1014","Apr/2024",6153,"171",1600
"3608-2067-4344-1474","May/2020",4142,"580",1500
"3608-2181-5634-1220","May/2022",4317,"184",1700
"3608-2507-5745-1255","Aug/2018",7373,"479",1300
"3608-1782-5634-1244","Jan/2023",5819,"818",1800
"3608-1682-5983-1705","May/2021",5969,"421",1000
"3608-2800-5988-1537","Apr/2025",7937,"853",1500
"3608-1192-5152-1322","Nov/2024",2156,"909",1900
"3608-1395-4038-1673","Jan/2021",2013,"149",1000
"3608-1395-5459-1024","May/2018",6514,"315",1800
"3608-2507-4005-1629","Jul/2019",7035,"437",1100
"3608-1682-5015-1190","Nov/2018",5213,"447",1500
"3608-2596-5459-1109","Jul/2023",6788,"779",1200
"3608-2968-5988-1394","Dec/2025",5566,"299",1500
"3608-2968-5696-1014","Aug/2023",3199,"845",1200
"3608-1333-4523-1216","Feb/2023",5427,"000",1900
"3608-2596-5988-1435","May/2022",5463,"377",1600
"3608-2507-4342-1915","Jun/2024",3787,"746",2000
"3608-2507-4264-1968","Nov/2018",7544,"194",1200
"3608-2588-4445-1194","Nov/2021",6279,"850",2000
"3608-2588-5333-1215","Nov/2025",4449,"579",1300
"3608-2067-5407-1055","May/2019",5708,"067",2000
"3608-2596-5634-1976","Feb/2020",7662,"136",2000
"3608-2596-5132-1292","Sep/2023",7586,"462",1000
"3608-2596-5407-1614","Nov/2024",7192,"267",1200
"3608-1721-4264-1068","Feb/2020",5263,"898",1600
"3608-2588-5696-1839","Dec/2019",6620,"990",2000
"3608-1395-5766-1660","May/2023",3330,"550",1800
"3608-1395-4458-1217","Jun/2022",2338,"383",1500
"3608-2067-4158-1306","Dec/2018",6133,"935",2000
"3608-2800-4158-1839","Jan/2022",6783,"135",1300
"3608-1682-5691-1399","Oct/2021",5110,"388",1300
"3608-2800-4318-1892","May/2025",7112,"496",1300
"3608-1782-4288-1245","Oct/2020",4784,"075",1500
"3608-2596-4354-1130","Jun/2024",2112,"872",1800
"3608-2181-5756-1216","Aug/2019",5508,"075",1600
"3608-1333-5890-1129","Jul/2025",5279,"266",1000
"3608-1782-5152-1014","Mar/2019",7782,"598",1800
"3608-2181-5691-1198","Sep/2022",7847,"971",1900
"3608-1721-4383-1068","Jun/2023",5701,"657",1000
"3608-2968-4158-1916","Jan/2020",7415,"064",1500
"3608-2067-5489-1189","Jan/2025",3273,"225",1700
"3608-1782-5132-1718","Aug/2023",3061,"846",1000
"3608-2596-5407-1381","May/2022",5546,"762",1900
"3608-2596-5132-1001","Nov/2023",4874,"715",1500
"3608-1682-5394-1673","Nov/2021",6938,"602",1500
"3608-2751-5890-1968","Jun/2018",5863,"432",1400
"3608-2800-5791-1936","Jun/2022",5038,"587",1900
"3608-1682-5394-1428","Oct/2025",5269,"004",1200
"3608-2751-4005-1188","Aug/2019",3213,"156",1300
"3608-2067-4038-1744","Aug/2019",3816,"423",2000
"3608-2588-5890-1163","Jan/2023",5630,"880",1300
"3608-2507-4711-1068","Sep/2025",4855,"119",1700
"3608-1333-4394-1597","Nov/2018",3073,"012",1500
"3608-1782-5333-1188","Apr/2020",3617,"182",1800
"3608-2596-4458-1686","Jun/2025",4406,"553",1400
"3608-1192-4383-1828","Jan/2024",3379,"849",1400
"3608-2067-4344-1828","Oct/2025",2330,"412",2000
"3608-2751-5696-1856","Jan/2023",3171,"833",2000
"3608-1333-4344-1613","Oct/2021",5933,"478",1200
"3608-1192-5551-1617","Dec/2023",5308,"649",2000
"3608-2968-4657-1637","Nov/2022",5538,"860",1800
"3608-1192-5696-1190","May/2023",7254,"009",1400
"3608-2507-5394-1377","Apr/2022",4861,"677",2000
"3608-2067-5884-1054","Jun/2020",3188,"169",1300
"3608-2751-4318-1024","Jul/2021",2507,"348",1600
"3608-1395-4160-1603","May/2021",5941,"179",2000
"3608-2751-5884-1134","Mar/2022",2458,"428",1900
"3608-1782-5638-1474","May/2024",3979,"374",1200
"3608-2596-4005-1182","Apr/2023",4299,"745",1700
"3608-1333-4711-1551","May/2019",3670,"609",1400
"3608-2181-5988-1245","Oct/2024",7459,"104",1600
"3608-1721-5470-1474","Jun/2023",5121,"360",1200
"3608-2968-4288-1399","May/2023",4846,"655",1600
"3608-2588-5152-1163","Nov/2021",5631,"357",1200
"3608-2067-5884-1983","Jul/2022",4167,"613",1300
"3608-2751-4856-1856","Mar/2025",3181,"259",1700
"3608-2067-5551-1686","May/2019",6721,"971",2000
"3608-2800-4264-1999","Mar/2020",4105,"375",1400
"3608-2800-4856-1617","Jan/2020",5777,"681",2000
"3608-1395-5724-1244","Jun/2020",4500,"534",1700
"3608-1782-5890-1583","Jul/2021",6693,"653",1900
"3608-2067-5038-1038","Feb/2021",5596,"905",1600
"3608-1721-5638-1980","Dec/2020",3458,"918",1500
"3608-2751-5983-1306","Sep/2025",4802,"296",1600
"3608-1395-5634-1693","Apr/2024",6200,"981",1900
"3608-1395-5038-1839","Apr/2024",6318,"176",1600
"3608-2507-4580-1631","Aug/2022",7417,"176",1900
"3608-1782-5458-1014","Jan/2024",3604,"082",1800
"3608-2067-5407-1394","Nov/2023",5329,"029",1300
"3608-1682-4264-1055","Aug/2022",5422,"919",1100
"3608-1395-4288-1220","Apr/2018",2430,"220",1900
"3608-2507-5745-1551","Mar/2024",5877,"229",1900
"3608-1682-4523-1428","Nov/2021",3012,"915",1000
"3608-2067-4951-1244","May/2021",2622,"927",1000
"3608-2800-4856-1182","Mar/2020",6205,"141",1900
"3608-2507-4038-1892","Sep/2023",2250,"480",1900
"3608-2800-5196-1245","Oct/2018",4116,"057",1100
"3608-2588-5696-1614","Feb/2018",4233,"630",1400
"3608-1782-4158-1705","Aug/2022",6899,"162",1200
"3608-1395-5634-1054","Oct/2025",3655,"772",1000
"3608-2588-5132-1673","Apr/2021",3373,"443",1000
"3608-1721-5333-1361","Jun/2023",5139,"386",1600
"3608-1721-5196-1053","Jan/2018",3030,"350",1500
"3608-1333-4856-1052","Oct/2024",5445,"836",1400
"3608-1333-5551-1828","Feb/2024",3054,"656",1800
"3608-2596-4523-1794","Mar/2020",2356,"728",1700
"3608-1721-4236-1407","Oct/2024",3560,"008",1600
"3608-1721-5132-1476","Aug/2018",7876,"751",1500
"3608-2751-5132-1475","Feb/2021",4662,"289",1600
"3608-1395-5394-1181","Sep/2018",3447,"465",1600
"3608-1682-4158-1383","May/2020",7673,"660",1800
"3608-1782-5638-1140","Oct/2023",7895,"951",1500
"3608-2507-5745-1976","Mar/2024",5280,"793",1600
"3608-2800-5632-1597","Feb/2023",7869,"569",1400
"3608-1192-5884-1637","Oct/2025",7496,"764",1900
"3608-1721-5750-1465","Jun/2020",5269,"488",1000
"3608-1782-5152-1245","Jan/2022",7039,"031",1700
"3608-1782-5196-1660","Aug/2018",2108,"263",1600
"3608-2968-4657-1215","Feb/2020",6650,"675",1700
"3608-1395-4951-1140","Apr/2018",3704,"312",1600
"3608-1395-5551-1558","Dec/2023",3014,"607",1500
"3608-1682-4038-1837","Mar/2022",7973,"935",1200
"3608-2507-4523-1383","Jun/2023",3456,"301",1200
"3608-1782-4668-1217","Oct/2019",4919,"659",1100
"3608-2507-5766-1300","Mar/2019",7876,"591",1600
"3608-2507-5459-1968","Apr/2022",5284,"083",1900
"3608-2067-5791-1693","Jan/2019",5050,"901",1300
"3608-2751-4951-1718","Feb/2021",2079,"636",2000
"3608-1395-4711-1705","Oct/2021",3290,"935",1800
"3608-2968-4668-1837","Sep/2022",3963,"586",1000
"3608-1721-5745-1265","Mar/2022",7524,"973",1100
"3608-1782-4005-1646","Jul/2021",2829,"995",1500
"3608-2067-4288-1837","Dec/2025",4541,"718",1600
"3608-2067-4657-1968","Feb/2018",2396,"008",1200
"3608-2751-4005-1646","Jul/2019",4573,"376",1800
"3608-2968-5696-1194","Jul/2021",2551,"948",1300
"3608-2751-4458-1128","Apr/2018",7468,"927",1500
"3608-2588-4445-1109","Jul/2019",6879,"593",1800
"3608-2507-5333-1094","May/2023",3521,"626",1900
"3608-2596-5983-1442","Jan/2022",2607,"807",1100
"3608-2588-5638-1761","Jul/2019",4597,"835",1300
"3608-2968-5745-1613","Feb/2023",4448,"748",1600
"3608-1782-5152-1980","Sep/2018",7306,"341",1700
"3608-2507-5638-1744","Feb/2023",6676,"272",1300
"3608-1682-4657-1014","Dec/2025",4462,"045",1500
"3608-1395-4951-1717","Aug/2022",2717,"695",1800
"3608-1333-5030-1198","Oct/2024",7900,"041",1600
"3608-1395-4951-1032","Feb/2022",3172,"749",2000
"3608-1782-5884-1220","Dec/2019",6472,"738",1000
"3608-1721-4236-1603","Mar/2020",3861,"634",1000
"3608-1395-4856-1617","Apr/2022",3132,"912",1600
"3608-1682-5632-1009","Nov/2024",3052,"286",1800
"3608-2751-4329-1558","Sep/2025",2718,"246",1000
"3608-1192-5884-1837","Oct/2020",6971,"257",2000
"3608-2751-5884-1130","Nov/2025",3947,"565",1800
"3608-2751-5459-1892","Oct/2019",4376,"820",1800
"3608-2588-4668-1673","Sep/2021",2107,"133",2000
"3608-1682-4856-1128","Jan/2019",4335,"331",1400
"3608-1721-4523-1617","Aug/2023",4004,"627",2000
"3608-1395-4160-1705","Apr/2018",6988,"265",1200
"3608-2588-4264-1623","Jun/2025",7440,"882",1800
"3608-1395-4951-1440","Aug/2025",4758,"748",1400
"3608-2507-4342-1014","Nov/2025",3682,"597",1400
"3608-2588-5407-1717","Sep/2018",5676,"884",1100
"3608-1721-5884-1717","Feb/2018",2308,"570",1900
"3608-1333-4264-1915","Jan/2025",4024,"453",1700
"3608-1333-5015-1094","May/2018",2629,"074",1400
"3608-2800-5152-1024","Nov/2021",3121,"497",1400
"3608-2968-4288-1014","Nov/2020",4082,"640",1200
"3608-2968-4856-1705","Sep/2025",4045,"431",2000
"3608-2751-4523-1129","Oct/2022",4564,"485",1700
"3608-1395-5458-1537","May/2018",3462,"788",1100
"3608-2181-5551-1245","Apr/2022",5597,"242",1500
"3608-2067-4523-1394","Oct/2022",2038,"212",1200
"3608-1682-5988-1518","Dec/2021",3203,"452",1800
"3608-2800-5015-1440","Jan/2019",2685,"142",1500
"3608-1192-4236-1440","May/2023",6485,"507",1800
"3608-1782-4668-1128","Jul/2024",2860,"658",1800
"3608-1333-5724-1613","Jan/2018",6043,"628",1900
"3608-2067-5015-1056","Sep/2020",2820,"120",1100
"3608-2596-5015-1014","Jan/2021",7297,"644",1600
"3608-2751-4264-1936","Apr/2022",2891,"650",1000
"3608-2588-5691-1185","Feb/2019",2265,"318",1300
"3608-1782-4856-1983","Sep/2024",4501,"734",1800
"3608-1395-5470-1900","Feb/2021",4775,"522",1100
"3608-1333-5459-1476","Apr/2022",4862,"285",1500
"3608-2588-5634-1140","Nov/2019",3683,"421",1900
"3608-2067-4038-1068","Apr/2023",6936,"659",1100
"3608-2968-5756-1274","Apr/2021",3200,"979",1200
"3608-2507-5634-1185","May/2025",2530,"581",2000
"3608-1782-5333-1189","May/2019",4098,"983",1200
"3608-2507-5691-1603","Sep/2022",3805,"003",1000
"3608-1192-4580-1355","Jan/2019",4900,"541",1200
"3608-2588-5015-1828","Jul/2023",2744,"993",1800
"3608-2751-5394-1399","Mar/2022",4149,"014",1500
"3608-1682-4005-1637","Jun/2023",6146,"637",1000
"3608-1782-4668-1399","Jun/2023",2217,"213",1100
"3608-2067-5459-1603","Jul/2025",3807,"013",1700
"3608-1682-5638-1032","Feb/2018",7393,"132",1000
"3608-1333-5458-1064","Mar/2021",7749,"592",1000
"3608-1192-5030-1693","Apr/2018",7086,"707",1500
"3608-2181-5394-1718","Mar/2022",5108,"966",1800
"3608-1721-5632-1558","Jul/2022",4115,"519",1300
"3608-2968-4668-1761","Dec/2018",7408,"161",1700
"3608-2067-4458-1838","Aug/2018",6438,"963",1900
"3608-2751-5132-1383","Jan/2018",3417,"523",1700
"3608-2588-5470-1980","Nov/2023",2473,"306",2000
"3608-2596-4288-1631","Nov/2019",6335,"092",1000
"3608-2181-4354-1255","May/2025",4264,"804",1000
"3608-1395-4158-1936","Apr/2019",5798,"522",1100
"3608-2588-4329-1301","Sep/2022",3855,"600",1600
"3608-1721-5632-1428","Mar/2022",6653,"225",1700
"3608-2596-5632-1344","Oct/2021",2331,"163",2000
"3608-2596-4264-1265","Mar/2025",6951,"695",1100
"3608-2968-5791-1589","Mar/2021",7253,"629",1300
"3608-2507-5459-1838","Apr/2020",2204,"232",1700
"3608-2181-4342-1217","May/2025",5065,"553",1100
"3608-2968-5458-1744","Aug/2018",3960,"626",1300
"3608-1333-5724-1821","Jan/2021",3817,"164",1500
"3608-1395-5196-1465","May/2020",6386,"556",1100
"3608-2800-5756-1518","Dec/2023",4985,"252",1100
"3608-2751-4856-1804","Jul/2018",2709,"195",1500
"3608-1721-4580-1804","Jun/2023",3637,"591",1100
"3608-1721-5696-1301","Mar/2023",2594,"978",2000
"3608-1395-5634-1804","Nov/2023",7961,"849",2000
"3608-2751-4342-1936","Jan/2018",4629,"980",1500
"3608-1192-5750-1744","Jan/2023",7545,"986",1900
"3608-2968-5791-1068","Oct/2024",3356,"868",1100
"3608-2067-5038-1128","May/2021",6147,"754",1200
"3608-1333-4160-1497","Aug/2022",7994,"341",1800
"3608-2596-5750-1844","Mar/2021",5593,"225",1700
"3608-2751-5407-1129","Nov/2019",6448,"732",1900
"3608-1682-5750-1828","Oct/2020",5480,"069",1100
"3608-1192-5724-1839","Nov/2022",7656,"930",1900
"3608-2181-5745-1693","Jul/2019",3735,"345",1700
"3608-2968-5983-1617","Jul/2023",4142,"165",1800
"3608-2968-5407-1274","Oct/2024",5834,"787",1500
"3608-1333-4160-1693","May/2019",2735,"122",1200
"3608-2067-4394-1623","Jul/2022",4399,"329",1400
"3608-2588-5634-1265","Dec/2021",2555,"277",1400
"3608-2181-4005-1014","Apr/2024",4479,"160",2000
"3608-1192-4264-1435","May/2020",2896,"532",1300
"3608-2751-5333-1931","Aug/2023",2716,"761",1200
"3608-2067-5394-1064","Sep/2021",6144,"067",1200
"3608-1782-5634-1475","Jul/2020",2473,"598",1500
"3608-1333-5884-1596","Apr/2024",7440,"964",1000
"3608-2507-4394-1381","Jul/2021",4463,"711",1000
"3608-1682-5791-1220","Aug/2023",3558,"883",1000
"3608-2181-5750-1623","Nov/2023",5390,"590",1800
"3608-1333-5394-1355","Sep/2019",2229,"087",1600
"3608-1782-5988-1839","Sep/2018",2422,"162",1400
"3608-2181-5691-1194","Sep/2023",2753,"081",1600
"3608-2181-4160-1188","Sep/2019",3957,"535",1200
"3608-1721-4383-1693","Dec/2019",3986,"552",1500
"3608-2751-5470-1572","Feb/2020",2865,"088",1300
"3608-1395-4318-1220","Nov/2018",5595,"092",1100
"3608-1782-5890-1215","Jun/2023",4632,"795",1000
"3608-2507-5551-1968","Mar/2022",5283,"845",1500
"3608-2181-5196-1795","Sep/2019",5251,"308",1700
"3608-1782-5458-1646","Mar/2022",6580,"878",1100
"3608-1721-5756-1435","Dec/2023",1989,"206",2000
"3608-2507-5766-1629","Jan/2019",4502,"469",1900
"3608-2588-4354-1844","Mar/2020",5854,"081",1900
"3608-2588-5030-1134","Sep/2024",3268,"783",1100
"3608-2968-4458-1597","Mar/2022",2035,"115",1100
"3608-2968-5884-1968","Feb/2018",3776,"938",1800
"3608-1782-4657-1474","Jan/2025",7707,"199",1600
"3608-2968-5632-1194","May/2019",7521,"728",1500
"3608-1721-5015-1821","Nov/2023",7309,"998",1700
"3608-2181-5634-1795","Feb/2021",7537,"916",1300
"3608-1395-4342-1130","Nov/2021",2951,"255",1500
"3608-2181-5983-1744","Mar/2020",2107,"995",1500
"3608-2067-5459-1322","May/2022",7010,"170",1800
"3608-2968-4458-1129","Oct/2023",6021,"323",1300
"3608-1192-4383-1442","Jul/2024",4930,"565",1000
"3608-2181-4354-1558","Oct/2025",7450,"498",2000
"3608-1192-5459-1009","Oct/2020",7937,"933",1500
"3608-2181-4445-1265","Aug/2022",2508,"404",1500
"3608-2800-4158-1629","Feb/2019",7883,"658",1400
"3608-2067-4329-1613","Jul/2024",3786,"415",1000
"3608-1333-4318-1745","Oct/2025",4879,"904",1800
"3608-1682-5884-1614","Apr/2022",6643,"447",1900
"3608-1721-5696-1130","May/2019",3450,"999",1600
"3608-2800-4354-1361","Oct/2018",4027,"870",1500
"3608-1192-4329-1344","Sep/2019",4447,"257",1400
"3608-2507-4236-1693","Jun/2024",7359,"274",1000
"3608-1192-4657-1001","Dec/2020",5064,"527",1900
"3608-2751-5890-1682","Aug/2024",5366,"736",1800
"3608-1721-4445-1844","Feb/2022",7237,"863",1700
"3608-2800-4657-1804","Sep/2020",4382,"847",1700
"3608-2800-4523-1960","Dec/2025",4689,"183",1100
"3608-2968-4383-1157","May/2023",4517,"247",1000
"3608-1395-4354-1198","Jul/2022",7787,"189",1400
"3608-1782-5632-1476","Aug/2024",3105,"977",1800
"3608-1682-4657-1603","Jan/2018",3931,"225",1200
"3608-2588-5470-1157","Nov/2024",3622,"323",1600
"3608-2751-5691-1589","Sep/2021",5560,"398",1000
"3608-1721-5489-1804","Mar/2018",4479,"486",1100
"3608-1682-5696-1381","Jul/2018",2965,"970",1000
"3608-2968-4160-1837","Nov/2025",5584,"432",1300
"3608-1192-4657-1157","Apr/2022",6364,"559",2000
"3608-1333-4158-1623","Oct/2019",3993,"688",1400
"3608-1782-4994-1593","Oct/2025",4673,"390",1000
"3608-1682-4160-1134","Dec/2018",5301,"309",1200
"3608-2968-5884-1660","May/2019",4409,"177",1900
"3608-1721-4005-1255","Nov/2020",7472,"694",1700
"3608-1192-4668-1265","Jul/2021",6159,"477",1900
